Time,Desired_Q,Desired_DQ,Desired_DDQ
0.751,9.50368,2.49406,-12.5329
0.752,9.50616,2.48158,-12.4703
0.753,9.50863,2.46918,-12.4079
0.754,9.51109,2.45683,-12.3459
0.755,9.51354,2.44455,-12.2842
0.756,9.51597,2.43232,-12.2227
0.757,9.51839,2.42016,-12.1616
0.758,9.5208,2.40806,-12.1008
0.759,9.52319,2.39602,-12.0403
0.76,9.52558,2.38404,-11.9801
0.761,9.52795,2.37212,-11.9202
0.762,9.53031,2.36026,-11.8606
0.763,9.53266,2.34846,-11.8013
0.764,9.53499,2.33672,-11.7423
0.765,9.53732,2.32503,-11.6836
0.766,9.53963,2.31341,-11.6252
0.767,9.54193,2.30184,-11.567
0.768,9.54422,2.29033,-11.5092
0.769,9.5465,2.27888,-11.4517
0.77,9.54877,2.26749,-11.3944
0.771,9.55103,2.25615,-11.3374
0.772,9.55327,2.24487,-11.2807
0.773,9.5555,2.23364,-11.2243
0.774,9.55773,2.22248,-11.1682
0.775,9.55994,2.21136,-11.1124
0.776,9.56214,2.20031,-11.0568
0.777,9.56433,2.1893,-11.0015
0.778,9.56651,2.17836,-10.9465
0.779,9.56867,2.16747,-10.8918
0.78,9.57083,2.15663,-10.8373
0.781,9.57298,2.14585,-10.7831
0.782,9.57511,2.13512,-10.7292
0.783,9.57724,2.12444,-10.6756
0.784,9.57935,2.11382,-10.6222
0.785,9.58145,2.10325,-10.5691
0.786,9.58355,2.09273,-10.5162
0.787,9.58563,2.08227,-10.4637
0.788,9.5877,2.07186,-10.4113
0.789,9.58976,2.0615,-10.3593
0.79,9.59181,2.05119,-10.3075
0.791,9.59385,2.04094,-10.256
0.792,9.59588,2.03073,-10.2047
0.793,9.59791,2.02058,-10.1537
0.794,9.59992,2.01047,-10.1029
0.795,9.60192,2.00042,-10.0524
0.796,9.60391,1.99042,-10.0021
0.797,9.60589,1.98047,-9.9521
0.798,9.60786,1.97057,-9.90234
0.799,9.60982,1.96071,-9.85283
0.8,9.61177,1.95091,-9.80356
0.801,9.61371,1.94115,-9.75455
0.802,9.61564,1.93145,-9.70577
0.803,9.61756,1.92179,-9.65724
0.804,9.61948,1.91218,-9.60896
0.805,9.62138,1.90262,-9.56091
0.806,9.62327,1.89311,-9.51311
0.807,9.62516,1.88364,-9.46554
0.808,9.62703,1.87422,-9.41821
0.809,9.62889,1.86485,-9.37112
0.81,9.63075,1.85553,-9.32427
0.811,9.6326,1.84625,-9.27765
0.812,9.63443,1.83702,-9.23126
0.813,9.63626,1.82784,-9.1851
0.814,9.63808,1.8187,-9.13918
0.815,9.63989,1.8096,-9.09348
0.816,9.64169,1.80055,-9.04801
0.817,9.64348,1.79155,-9.00277
0.818,9.64526,1.78259,-8.95776
0.819,9.64704,1.77368,-8.91297
0.82,9.6488,1.76481,-8.86841
0.821,9.65056,1.75599,-8.82406
0.822,9.65231,1.74721,-8.77994
0.823,9.65404,1.73847,-8.73604
0.824,9.65577,1.72978,-8.69236
0.825,9.65749,1.72113,-8.6489
0.826,9.65921,1.71253,-8.60566
0.827,9.66091,1.70396,-8.56263
0.828,9.66261,1.69544,-8.51982
0.829,9.66429,1.68697,-8.47722
0.83,9.66597,1.67853,-8.43483
0.831,9.66764,1.67014,-8.39266
0.832,9.6693,1.66179,-8.35069
0.833,9.67096,1.65348,-8.30894
0.834,9.6726,1.64521,-8.26739
0.835,9.67424,1.63699,-8.22606
0.836,9.67587,1.6288,-8.18493
0.837,9.67749,1.62066,-8.144
0.838,9.6791,1.61255,-8.10328
0.839,9.68071,1.60449,-8.06277
0.84,9.6823,1.59647,-8.02245
0.841,9.68389,1.58849,-7.98234
0.842,9.68547,1.58054,-7.94243
0.843,9.68704,1.57264,-7.90272
0.844,9.68861,1.56478,-7.8632
0.845,9.69017,1.55695,-7.82389
0.846,9.69172,1.54917,-7.78477
0.847,9.69326,1.54142,-7.74584
0.848,9.69479,1.53372,-7.70711
0.849,9.69632,1.52605,-7.66858
0.85,9.69784,1.51842,-7.63024
0.851,9.69935,1.51082,-7.59208
0.852,9.70085,1.50327,-7.55412
0.853,9.70234,1.49575,-7.51635
0.854,9.70383,1.48828,-7.47877
0.855,9.70531,1.48083,-7.44138
0.856,9.70679,1.47343,-7.40417
0.857,9.70825,1.46606,-7.36715
0.858,9.70971,1.45873,-7.33031
0.859,9.71116,1.45144,-7.29366
0.86,9.71261,1.44418,-7.25719
0.861,9.71404,1.43696,-7.22091
0.862,9.71547,1.42978,-7.1848
0.863,9.7169,1.42263,-7.14888
0.864,9.71831,1.41551,-7.11314
0.865,9.71972,1.40844,-7.07757
0.866,9.72112,1.40139,-7.04218
0.867,9.72252,1.39439,-7.00697
0.868,9.7239,1.38742,-6.97194
0.869,9.72528,1.38048,-6.93708
0.87,9.72666,1.37358,-6.90239
0.871,9.72803,1.36671,-6.86788
0.872,9.72938,1.35987,-6.83354
0.873,9.73074,1.35308,-6.79937
0.874,9.73208,1.34631,-6.76538
0.875,9.73342,1.33958,-6.73155
0.876,9.73476,1.33288,-6.69789
0.877,9.73608,1.32622,-6.6644
0.878,9.7374,1.31958,-6.63108
0.879,9.73872,1.31299,-6.59792
0.88,9.74002,1.30642,-6.56493
0.881,9.74132,1.29989,-6.53211
0.882,9.74262,1.29339,-6.49945
0.883,9.7439,1.28692,-6.46695
0.884,9.74518,1.28049,-6.43462
0.885,9.74646,1.27409,-6.40244
0.886,9.74772,1.26772,-6.37043
0.887,9.74899,1.26138,-6.33858
0.888,9.75024,1.25507,-6.30689
0.889,9.75149,1.2488,-6.27535
0.89,9.75273,1.24255,-6.24398
0.891,9.75397,1.23634,-6.21276
0.892,9.7552,1.23016,-6.18169
0.893,9.75642,1.22401,-6.15078
0.894,9.75764,1.21789,-6.12003
0.895,9.75885,1.2118,-6.08943
0.896,9.76006,1.20574,-6.05898
0.897,9.76126,1.19971,-6.02869
0.898,9.76245,1.19371,-5.99854
0.899,9.76364,1.18774,-5.96855
0.9,9.76482,1.1818,-5.93871
0.901,9.766,1.17589,-5.90902
0.902,9.76717,1.17001,-5.87947
0.903,9.76833,1.16416,-5.85007
0.904,9.76949,1.15834,-5.82082
0.905,9.77064,1.15255,-5.79172
0.906,9.77179,1.14679,-5.76276
0.907,9.77293,1.14106,-5.73395
0.908,9.77407,1.13535,-5.70528
0.909,9.7752,1.12967,-5.67675
0.91,9.77632,1.12402,-5.64837
0.911,9.77744,1.1184,-5.62012
0.912,9.77855,1.11281,-5.59202
0.913,9.77966,1.10725,-5.56406
0.914,9.78076,1.10171,-5.53624
0.915,9.78186,1.0962,-5.50856
0.916,9.78295,1.09072,-5.48102
0.917,9.78403,1.08527,-5.45361
0.918,9.78511,1.07984,-5.42635
0.919,9.78619,1.07444,-5.39921
0.92,9.78725,1.06907,-5.37222
0.921,9.78832,1.06373,-5.34536
0.922,9.78938,1.05841,-5.31863
0.923,9.79043,1.05312,-5.29204
0.924,9.79148,1.04785,-5.26558
0.925,9.79252,1.04261,-5.23925
0.926,9.79356,1.0374,-5.21305
0.927,9.79459,1.03221,-5.18699
0.928,9.79562,1.02705,-5.16105
0.929,9.79664,1.02191,-5.13525
0.93,9.79766,1.0168,-5.10957
0.931,9.79867,1.01172,-5.08402
0.932,9.79967,1.00666,-5.0586
0.933,9.80068,1.00163,-5.03331
0.934,9.80167,0.996621,-5.00814
0.935,9.80266,0.991637,-4.9831
0.936,9.80365,0.986679,-4.95819
0.937,9.80463,0.981746,-4.9334
0.938,9.80561,0.976837,-4.90873
0.939,9.80658,0.971953,-4.88419
0.94,9.80755,0.967093,-4.85976
0.941,9.80851,0.962258,-4.83547
0.942,9.80947,0.957446,-4.81129
0.943,9.81042,0.952659,-4.78723
0.944,9.81137,0.947896,-4.7633
0.945,9.81231,0.943156,-4.73948
0.946,9.81325,0.938441,-4.71578
0.947,9.81418,0.933748,-4.6922
0.948,9.81511,0.92908,-4.66874
0.949,9.81604,0.924434,-4.6454
0.95,9.81696,0.919812,-4.62217
0.951,9.81787,0.915213,-4.59906
0.952,9.81878,0.910637,-4.57607
0.953,9.81969,0.906084,-4.55318
0.954,9.82059,0.901553,-4.53042
0.955,9.82149,0.897046,-4.50777
0.956,9.82238,0.89256,-4.48523
0.957,9.82327,0.888098,-4.4628
0.958,9.82415,0.883657,-4.44049
0.959,9.82503,0.879239,-4.41829
0.96,9.82591,0.874843,-4.39619
0.961,9.82678,0.870468,-4.37421
0.962,9.82764,0.866116,-4.35234
0.963,9.8285,0.861785,-4.33058
0.964,9.82936,0.857477,-4.30893
0.965,9.83022,0.853189,-4.28738
0.966,9.83106,0.848923,-4.26595
0.967,9.83191,0.844679,-4.24462
0.968,9.83275,0.840455,-4.22339
0.969,9.83359,0.836253,-4.20228
0.97,9.83442,0.832072,-4.18126
0.971,9.83525,0.827911,-4.16036
0.972,9.83607,0.823772,-4.13956
0.973,9.83689,0.819653,-4.11886
0.974,9.8377,0.815555,-4.09826
0.975,9.83852,0.811477,-4.07777
0.976,9.83932,0.807419,-4.05738
0.977,9.84013,0.803382,-4.0371
0.978,9.84093,0.799365,-4.01691
0.979,9.84172,0.795369,-3.99683
0.98,9.84251,0.791392,-3.97684
0.981,9.8433,0.787435,-3.95696
0.982,9.84408,0.783498,-3.93717
0.983,9.84486,0.77958,-3.91749
0.984,9.84564,0.775682,-3.8979
0.985,9.84641,0.771804,-3.87841
0.986,9.84718,0.767945,-3.85902
0.987,9.84794,0.764105,-3.83972
0.988,9.8487,0.760285,-3.82053
0.989,9.84946,0.756483,-3.80142
0.99,9.85021,0.752701,-3.78242
0.991,9.85096,0.748937,-3.7635
0.992,9.85171,0.745193,-3.74469
0.993,9.85245,0.741467,-3.72596
0.994,9.85319,0.737759,-3.70733
0.995,9.85392,0.73407,-3.6888
0.996,9.85465,0.7304,-3.67035
0.997,9.85538,0.726748,-3.652
0.998,9.8561,0.723114,-3.63374
0.999,9.85682,0.719499,-3.61557
1,9.85754,0.715901,-3.59749
1.001,9.85825,0.712322,-3.57951
1.002,9.85896,0.70876,-3.56161
1.003,9.85966,0.705216,-3.5438
1.004,9.86036,0.70169,-3.52608
1.005,9.86106,0.698182,-3.50845
1.006,9.86176,0.694691,-3.49091
1.007,9.86245,0.691218,-3.47345
1.008,9.86314,0.687761,-3.45609
1.009,9.86382,0.684323,-3.43881
1.01,9.8645,0.680901,-3.42161
1.011,9.86518,0.677496,-3.40451
1.012,9.86585,0.674109,-3.38748
1.013,9.86652,0.670738,-3.37055
1.014,9.86719,0.667385,-3.35369
1.015,9.86785,0.664048,-3.33692
1.016,9.86852,0.660728,-3.32024
1.017,9.86917,0.657424,-3.30364
1.018,9.86983,0.654137,-3.28712
1.019,9.87048,0.650866,-3.27068
1.02,9.87113,0.647612,-3.25433
1.021,9.87177,0.644374,-3.23806
1.022,9.87241,0.641152,-3.22187
1.023,9.87305,0.637946,-3.20576
1.024,9.87368,0.634756,-3.18973
1.025,9.87432,0.631583,-3.17378
1.026,9.87494,0.628425,-3.15791
1.027,9.87557,0.625283,-3.14212
1.028,9.87619,0.622156,-3.12641
1.029,9.87681,0.619045,-3.11078
1.03,9.87743,0.61595,-3.09523
1.031,9.87804,0.61287,-3.07975
1.032,9.87865,0.609806,-3.06435
1.033,9.87926,0.606757,-3.04903
1.034,9.87986,0.603723,-3.03379
1.035,9.88046,0.600705,-3.01862
1.036,9.88106,0.597701,-3.00352
1.037,9.88165,0.594713,-2.98851
1.038,9.88224,0.591739,-2.97356
1.039,9.88283,0.58878,-2.9587
1.04,9.88342,0.585836,-2.9439
1.041,9.884,0.582907,-2.92918
1.042,9.88458,0.579993,-2.91454
1.043,9.88516,0.577093,-2.89996
1.044,9.88573,0.574207,-2.88546
1.045,9.8863,0.571336,-2.87104
1.046,9.88687,0.56848,-2.85668
1.047,9.88744,0.565637,-2.8424
1.048,9.888,0.562809,-2.82819
1.049,9.88856,0.559995,-2.81405
1.05,9.88912,0.557195,-2.79997
1.051,9.88967,0.554409,-2.78597
1.052,9.89022,0.551637,-2.77205
1.053,9.89077,0.548879,-2.75818
1.054,9.89132,0.546134,-2.74439
1.055,9.89186,0.543404,-2.73067
1.056,9.8924,0.540687,-2.71702
1.057,9.89294,0.537983,-2.70343
1.058,9.89348,0.535293,-2.68992
1.059,9.89401,0.532617,-2.67647
1.06,9.89454,0.529954,-2.66308
1.061,9.89507,0.527304,-2.64977
1.062,9.89559,0.524668,-2.63652
1.063,9.89611,0.522044,-2.62334
1.064,9.89663,0.519434,-2.61022
1.065,9.89715,0.516837,-2.59717
1.066,9.89766,0.514253,-2.58418
1.067,9.89818,0.511681,-2.57126
1.068,9.89868,0.509123,-2.55841
1.069,9.89919,0.506577,-2.54561
1.07,9.8997,0.504044,-2.53289
1.071,9.9002,0.501524,-2.52022
1.072,9.9007,0.499017,-2.50762
1.073,9.90119,0.496522,-2.49508
1.074,9.90169,0.494039,-2.48261
1.075,9.90218,0.491569,-2.47019
1.076,9.90267,0.489111,-2.45784
1.077,9.90315,0.486665,-2.44555
1.078,9.90364,0.484232,-2.43333
1.079,9.90412,0.481811,-2.42116
1.08,9.9046,0.479402,-2.40905
1.081,9.90508,0.477005,-2.39701
1.082,9.90555,0.47462,-2.38502
1.083,9.90602,0.472247,-2.3731
1.084,9.90649,0.469885,-2.36123
1.085,9.90696,0.467536,-2.34943
1.086,9.90743,0.465198,-2.33768
1.087,9.90789,0.462872,-2.32599
1.088,9.90835,0.460558,-2.31436
1.089,9.90881,0.458255,-2.30279
1.09,9.90926,0.455964,-2.29128
1.091,9.90972,0.453684,-2.27982
1.092,9.91017,0.451416,-2.26842
1.093,9.91062,0.449159,-2.25708
1.094,9.91106,0.446913,-2.24579
1.095,9.91151,0.444678,-2.23456
1.096,9.91195,0.442455,-2.22339
1.097,9.91239,0.440243,-2.21227
1.098,9.91283,0.438041,-2.20121
1.099,9.91327,0.435851,-2.19021
1.1,9.9137,0.433672,-2.17926
1.101,9.91413,0.431503,-2.16836
1.102,9.91456,0.429346,-2.15752
1.103,9.91499,0.427199,-2.14673
1.104,9.91541,0.425063,-2.136
1.105,9.91584,0.422938,-2.12532
1.106,9.91626,0.420823,-2.11469
1.107,9.91667,0.418719,-2.10412
1.108,9.91709,0.416626,-2.0936
1.109,9.91751,0.414542,-2.08313
1.11,9.91792,0.41247,-2.07271
1.111,9.91833,0.410407,-2.06235
1.112,9.91874,0.408355,-2.05204
1.113,9.91914,0.406314,-2.04178
1.114,9.91955,0.404282,-2.03157
1.115,9.91995,0.402261,-2.02141
1.116,9.92035,0.400249,-2.0113
1.117,9.92075,0.398248,-2.00125
1.118,9.92114,0.396257,-1.99124
1.119,9.92154,0.394275,-1.98128
1.12,9.92193,0.392304,-1.97138
1.121,9.92232,0.390343,-1.96152
1.122,9.92271,0.388391,-1.95171
1.123,9.9231,0.386449,-1.94195
1.124,9.92348,0.384517,-1.93224
1.125,9.92386,0.382594,-1.92258
1.126,9.92424,0.380681,-1.91297
1.127,9.92462,0.378778,-1.90341
1.128,9.925,0.376884,-1.89389
1.129,9.92538,0.374999,-1.88442
1.13,9.92575,0.373124,-1.875
1.131,9.92612,0.371259,-1.86562
1.132,9.92649,0.369402,-1.85629
1.133,9.92686,0.367555,-1.84701
1.134,9.92722,0.365718,-1.83778
1.135,9.92759,0.363889,-1.82859
1.136,9.92795,0.36207,-1.81945
1.137,9.92831,0.360259,-1.81035
1.138,9.92867,0.358458,-1.8013
1.139,9.92902,0.356666,-1.79229
1.14,9.92938,0.354882,-1.78333
1.141,9.92973,0.353108,-1.77441
1.142,9.93008,0.351342,-1.76554
1.143,9.93043,0.349586,-1.75671
1.144,9.93078,0.347838,-1.74793
1.145,9.93113,0.346099,-1.73919
1.146,9.93147,0.344368,-1.73049
1.147,9.93181,0.342646,-1.72184
1.148,9.93215,0.340933,-1.71323
1.149,9.93249,0.339228,-1.70467
1.15,9.93283,0.337532,-1.69614
1.151,9.93317,0.335845,-1.68766
1.152,9.9335,0.334165,-1.67922
1.153,9.93383,0.332495,-1.67083
1.154,9.93416,0.330832,-1.66247
1.155,9.93449,0.329178,-1.65416
1.156,9.93482,0.327532,-1.64589
1.157,9.93515,0.325894,-1.63766
1.158,9.93547,0.324265,-1.62947
1.159,9.93579,0.322644,-1.62132
1.16,9.93611,0.32103,-1.61322
1.161,9.93643,0.319425,-1.60515
1.162,9.93675,0.317828,-1.59713
1.163,9.93707,0.316239,-1.58914
1.164,9.93738,0.314658,-1.58119
1.165,9.9377,0.313084,-1.57329
1.166,9.93801,0.311519,-1.56542
1.167,9.93832,0.309961,-1.5576
1.168,9.93863,0.308412,-1.54981
1.169,9.93893,0.30687,-1.54206
1.17,9.93924,0.305335,-1.53435
1.171,9.93954,0.303809,-1.52668
1.172,9.93984,0.302289,-1.51904
1.173,9.94015,0.300778,-1.51145
1.174,9.94044,0.299274,-1.50389
1.175,9.94074,0.297778,-1.49637
1.176,9.94104,0.296289,-1.48889
1.177,9.94133,0.294807,-1.48144
1.178,9.94163,0.293333,-1.47404
1.179,9.94192,0.291867,-1.46667
1.18,9.94221,0.290407,-1.45933
1.181,9.9425,0.288955,-1.45204
1.182,9.94279,0.287511,-1.44478
1.183,9.94307,0.286073,-1.43755
1.184,9.94336,0.284643,-1.43037
1.185,9.94364,0.283219,-1.42321
1.186,9.94392,0.281803,-1.4161
1.187,9.9442,0.280394,-1.40902
1.188,9.94448,0.278992,-1.40197
1.189,9.94476,0.277597,-1.39496
1.19,9.94503,0.276209,-1.38799
1.191,9.94531,0.274828,-1.38105
1.192,9.94558,0.273454,-1.37414
1.193,9.94585,0.272087,-1.36727
1.194,9.94613,0.270727,-1.36043
1.195,9.94639,0.269373,-1.35363
1.196,9.94666,0.268026,-1.34686
1.197,9.94693,0.266686,-1.34013
1.198,9.94719,0.265352,-1.33343
1.199,9.94746,0.264026,-1.32676
1.2,9.94772,0.262706,-1.32013
1.201,9.94798,0.261392,-1.31353
1.202,9.94824,0.260085,-1.30696
1.203,9.9485,0.258785,-1.30043
1.204,9.94876,0.257491,-1.29392
1.205,9.94902,0.256203,-1.28745
1.206,9.94927,0.254922,-1.28102
1.207,9.94952,0.253648,-1.27461
1.208,9.94978,0.252379,-1.26824
1.209,9.95003,0.251118,-1.2619
1.21,9.95028,0.249862,-1.25559
1.211,9.95053,0.248613,-1.24931
1.212,9.95077,0.24737,-1.24306
1.213,9.95102,0.246133,-1.23685
1.214,9.95126,0.244902,-1.23066
1.215,9.95151,0.243678,-1.22451
1.216,9.95175,0.242459,-1.21839
1.217,9.95199,0.241247,-1.2123
1.218,9.95223,0.240041,-1.20623
1.219,9.95247,0.23884,-1.2002
1.22,9.95271,0.237646,-1.1942
1.221,9.95294,0.236458,-1.18823
1.222,9.95318,0.235276,-1.18229
1.223,9.95341,0.234099,-1.17638
1.224,9.95365,0.232929,-1.1705
1.225,9.95388,0.231764,-1.16464
1.226,9.95411,0.230605,-1.15882
1.227,9.95434,0.229452,-1.15303
1.228,9.95457,0.228305,-1.14726
1.229,9.95479,0.227164,-1.14153
1.23,9.95502,0.226028,-1.13582
1.231,9.95525,0.224898,-1.13014
1.232,9.95547,0.223773,-1.12449
1.233,9.95569,0.222654,-1.11887
1.234,9.95591,0.221541,-1.11327
1.235,9.95613,0.220433,-1.1077
1.236,9.95635,0.219331,-1.10217
1.237,9.95657,0.218234,-1.09666
1.238,9.95679,0.217143,-1.09117
1.239,9.957,0.216058,-1.08572
1.24,9.95722,0.214977,-1.08029
1.241,9.95743,0.213902,-1.07489
1.242,9.95765,0.212833,-1.06951
1.243,9.95786,0.211769,-1.06416
1.244,9.95807,0.21071,-1.05884
1.245,9.95828,0.209656,-1.05355
1.246,9.95849,0.208608,-1.04828
1.247,9.95869,0.207565,-1.04304
1.248,9.9589,0.206527,-1.03782
1.249,9.95911,0.205495,-1.03264
1.25,9.95931,0.204467,-1.02747
1.251,9.95951,0.203445,-1.02234
1.252,9.95972,0.202428,-1.01722
1.253,9.95992,0.201415,-1.01214
1.254,9.96012,0.200408,-1.00708
1.255,9.96032,0.199406,-1.00204
1.256,9.96052,0.198409,-0.997031
1.257,9.96071,0.197417,-0.992046
1.258,9.96091,0.19643,-0.987086
1.259,9.96111,0.195448,-0.98215
1.26,9.9613,0.194471,-0.97724
1.261,9.96149,0.193498,-0.972353
1.262,9.96169,0.192531,-0.967492
1.263,9.96188,0.191568,-0.962654
1.264,9.96207,0.19061,-0.957841
1.265,9.96226,0.189657,-0.953052
1.266,9.96245,0.188709,-0.948287
1.267,9.96263,0.187765,-0.943545
1.268,9.96282,0.186827,-0.938827
1.269,9.96301,0.185893,-0.934133
1.27,9.96319,0.184963,-0.929463
1.271,9.96338,0.184038,-0.924815
1.272,9.96356,0.183118,-0.920191
1.273,9.96374,0.182202,-0.91559
1.274,9.96392,0.181291,-0.911012
1.275,9.9641,0.180385,-0.906457
1.276,9.96428,0.179483,-0.901925
1.277,9.96446,0.178586,-0.897415
1.278,9.96464,0.177693,-0.892928
1.279,9.96482,0.176804,-0.888464
1.28,9.96499,0.17592,-0.884021
1.281,9.96517,0.175041,-0.879601
1.282,9.96534,0.174165,-0.875203
1.283,9.96551,0.173295,-0.870827
1.284,9.96569,0.172428,-0.866473
1.285,9.96586,0.171566,-0.862141
1.286,9.96603,0.170708,-0.85783
1.287,9.9662,0.169855,-0.853541
1.288,9.96637,0.169005,-0.849273
1.289,9.96654,0.16816,-0.845027
1.29,9.9667,0.16732,-0.840802
1.291,9.96687,0.166483,-0.836598
1.292,9.96704,0.16565,-0.832415
1.293,9.9672,0.164822,-0.828252
1.294,9.96736,0.163998,-0.824111
1.295,9.96753,0.163178,-0.819991
1.296,9.96769,0.162362,-0.815891
1.297,9.96785,0.16155,-0.811811
1.298,9.96801,0.160743,-0.807752
1.299,9.96817,0.159939,-0.803713
1.3,9.96833,0.159139,-0.799695
1.301,9.96849,0.158344,-0.795696
1.302,9.96865,0.157552,-0.791718
1.303,9.9688,0.156764,-0.787759
1.304,9.96896,0.15598,-0.783821
1.305,9.96912,0.1552,-0.779901
1.306,9.96927,0.154424,-0.776002
1.307,9.96942,0.153652,-0.772122
1.308,9.96958,0.152884,-0.768261
1.309,9.96973,0.15212,-0.76442
1.31,9.96988,0.151359,-0.760598
1.311,9.97003,0.150602,-0.756795
1.312,9.97018,0.149849,-0.753011
1.313,9.97033,0.1491,-0.749246
1.314,9.97048,0.148354,-0.7455
1.315,9.97063,0.147613,-0.741772
1.316,9.97077,0.146875,-0.738063
1.317,9.97092,0.14614,-0.734373
1.318,9.97106,0.14541,-0.730701
1.319,9.97121,0.144682,-0.727048
1.32,9.97135,0.143959,-0.723412
1.321,9.9715,0.143239,-0.719795
1.322,9.97164,0.142523,-0.716196
1.323,9.97178,0.14181,-0.712615
1.324,9.97192,0.141101,-0.709052
1.325,9.97206,0.140396,-0.705507
1.326,9.9722,0.139694,-0.701979
1.327,9.97234,0.138995,-0.69847
1.328,9.97248,0.1383,-0.694977
1.329,9.97262,0.137609,-0.691502
1.33,9.97275,0.136921,-0.688045
1.331,9.97289,0.136236,-0.684605
1.332,9.97302,0.135555,-0.681182
1.333,9.97316,0.134877,-0.677776
1.334,9.97329,0.134203,-0.674387
1.335,9.97343,0.133532,-0.671015
1.336,9.97356,0.132864,-0.66766
1.337,9.97369,0.1322,-0.664321
1.338,9.97382,0.131539,-0.661
1.339,9.97395,0.130881,-0.657695
1.34,9.97408,0.130227,-0.654406
1.341,9.97421,0.129576,-0.651134
1.342,9.97434,0.128928,-0.647879
1.343,9.97447,0.128283,-0.644639
1.344,9.9746,0.127642,-0.641416
1.345,9.97473,0.127004,-0.638209
1.346,9.97485,0.126369,-0.635018
1.347,9.97498,0.125737,-0.631843
1.348,9.9751,0.125108,-0.628684
1.349,9.97523,0.124483,-0.62554
1.35,9.97535,0.12386,-0.622413
1.351,9.97548,0.123241,-0.619301
1.352,9.9756,0.122625,-0.616204
1.353,9.97572,0.122011,-0.613123
1.354,9.97584,0.121401,-0.610057
1.355,9.97596,0.120794,-0.607007
1.356,9.97608,0.12019,-0.603972
1.357,9.9762,0.119589,-0.600952
1.358,9.97632,0.118992,-0.597947
1.359,9.97644,0.118397,-0.594958
1.36,9.97656,0.117805,-0.591983
1.361,9.97667,0.117216,-0.589023
1.362,9.97679,0.116629,-0.586078
1.363,9.97691,0.116046,-0.583147
1.364,9.97702,0.115466,-0.580232
1.365,9.97714,0.114889,-0.577331
1.366,9.97725,0.114314,-0.574444
1.367,9.97737,0.113743,-0.571572
1.368,9.97748,0.113174,-0.568714
1.369,9.97759,0.112608,-0.56587
1.37,9.9777,0.112045,-0.563041
1.371,9.97781,0.111485,-0.560226
1.372,9.97793,0.110927,-0.557425
1.373,9.97804,0.110373,-0.554637
1.374,9.97815,0.109821,-0.551864
1.375,9.97825,0.109272,-0.549105
1.376,9.97836,0.108726,-0.546359
1.377,9.97847,0.108182,-0.543628
1.378,9.97858,0.107641,-0.54091
1.379,9.97869,0.107103,-0.538205
1.38,9.97879,0.106567,-0.535514
1.381,9.9789,0.106034,-0.532836
1.382,9.979,0.105504,-0.530172
1.383,9.97911,0.104977,-0.527521
1.384,9.97921,0.104452,-0.524884
1.385,9.97932,0.10393,-0.522259
1.386,9.97942,0.10341,-0.519648
1.387,9.97952,0.102893,-0.51705
1.388,9.97963,0.102378,-0.514465
1.389,9.97973,0.101867,-0.511892
1.39,9.97983,0.101357,-0.509333
1.391,9.97993,0.10085,-0.506786
1.392,9.98003,0.100346,-0.504252
1.393,9.98013,0.0998444,-0.501731
1.394,9.98023,0.0993452,-0.499222
1.395,9.98033,0.0988485,-0.496726
1.396,9.98043,0.0983543,-0.494242
1.397,9.98053,0.0978625,-0.491771
1.398,9.98062,0.0973732,-0.489312
1.399,9.98072,0.0968863,-0.486866
1.4,9.98082,0.0964019,-0.484432
