Time,Desired_Q,Desired_DQ,Desired_DDQ
1.401,9.98091,0.0959199,-0.482009
1.402,9.98101,0.0954403,-0.479599
1.403,9.9811,0.0949631,-0.477201
1.404,9.9812,0.0944882,-0.474815
1.405,9.98129,0.0940158,-0.472441
1.406,9.98138,0.0935457,-0.470079
1.407,9.98148,0.093078,-0.467729
1.408,9.98157,0.0926126,-0.46539
1.409,9.98166,0.0921495,-0.463063
1.41,9.98175,0.0916888,-0.460748
1.411,9.98185,0.0912304,-0.458444
1.412,9.98194,0.0907742,-0.456152
1.413,9.98203,0.0903203,-0.453871
1.414,9.98212,0.0898687,-0.451602
1.415,9.98221,0.0894194,-0.449344
1.416,9.98229,0.0889723,-0.447097
1.417,9.98238,0.0885274,-0.444861
1.418,9.98247,0.0880848,-0.442637
1.419,9.98256,0.0876444,-0.440424
1.42,9.98265,0.0872061,-0.438222
1.421,9.98273,0.0867701,-0.436031
1.422,9.98282,0.0863363,-0.433851
1.423,9.9829,0.0859046,-0.431681
1.424,9.98299,0.0854751,-0.429523
1.425,9.98308,0.0850477,-0.427375
1.426,9.98316,0.0846224,-0.425238
1.427,9.98324,0.0841993,-0.423112
1.428,9.98333,0.0837783,-0.420997
1.429,9.98341,0.0833594,-0.418892
1.43,9.98349,0.0829426,-0.416797
1.431,9.98358,0.0825279,-0.414713
1.432,9.98366,0.0821153,-0.41264
1.433,9.98374,0.0817047,-0.410576
1.434,9.98382,0.0812962,-0.408524
1.435,9.9839,0.0808897,-0.406481
1.436,9.98398,0.0804853,-0.404449
1.437,9.98406,0.0800828,-0.402426
1.438,9.98414,0.0796824,-0.400414
1.439,9.98422,0.079284,-0.398412
1.44,9.9843,0.0788876,-0.39642
1.441,9.98438,0.0784932,-0.394438
1.442,9.98446,0.0781007,-0.392466
1.443,9.98454,0.0777102,-0.390503
1.444,9.98461,0.0773216,-0.388551
1.445,9.98469,0.076935,-0.386608
1.446,9.98477,0.0765503,-0.384675
1.447,9.98484,0.0761676,-0.382752
1.448,9.98492,0.0757868,-0.380838
1.449,9.98499,0.0754078,-0.378934
1.45,9.98507,0.0750308,-0.377039
1.451,9.98514,0.0746556,-0.375154
1.452,9.98522,0.0742824,-0.373278
1.453,9.98529,0.0739109,-0.371412
1.454,9.98537,0.0735414,-0.369555
1.455,9.98544,0.0731737,-0.367707
1.456,9.98551,0.0728078,-0.365868
1.457,9.98558,0.0724438,-0.364039
1.458,9.98566,0.0720816,-0.362219
1.459,9.98573,0.0717211,-0.360408
1.46,9.9858,0.0713625,-0.358606
1.461,9.98587,0.0710057,-0.356813
1.462,9.98594,0.0706507,-0.355029
1.463,9.98601,0.0702974,-0.353254
1.464,9.98608,0.069946,-0.351487
1.465,9.98615,0.0695962,-0.34973
1.466,9.98622,0.0692482,-0.347981
1.467,9.98629,0.068902,-0.346241
1.468,9.98636,0.0685575,-0.34451
1.469,9.98643,0.0682147,-0.342787
1.47,9.98649,0.0678736,-0.341074
1.471,9.98656,0.0675343,-0.339368
1.472,9.98663,0.0671966,-0.337671
1.473,9.98669,0.0668606,-0.335983
1.474,9.98676,0.0665263,-0.334303
1.475,9.98683,0.0661937,-0.332632
1.476,9.98689,0.0658627,-0.330968
1.477,9.98696,0.0655334,-0.329314
1.478,9.98702,0.0652057,-0.327667
1.479,9.98709,0.0648797,-0.326029
1.48,9.98715,0.0645553,-0.324399
1.481,9.98722,0.0642325,-0.322777
1.482,9.98728,0.0639114,-0.321163
1.483,9.98735,0.0635918,-0.319557
1.484,9.98741,0.0632738,-0.317959
1.485,9.98747,0.0629575,-0.316369
1.486,9.98753,0.0626427,-0.314787
1.487,9.9876,0.0623295,-0.313213
1.488,9.98766,0.0620178,-0.311647
1.489,9.98772,0.0617077,-0.310089
1.49,9.98778,0.0613992,-0.308539
1.491,9.98784,0.0610922,-0.306996
1.492,9.9879,0.0607867,-0.305461
1.493,9.98796,0.0604828,-0.303934
1.494,9.98802,0.0601804,-0.302414
1.495,9.98808,0.0598795,-0.300902
1.496,9.98814,0.0595801,-0.299397
1.497,9.9882,0.0592822,-0.2979
1.498,9.98826,0.0589858,-0.296411
1.499,9.98832,0.0586909,-0.294929
1.5,9.98838,0.0583974,-0.293454
1.501,9.98844,0.0581054,-0.291987
1.502,9.98849,0.0578149,-0.290527
1.503,9.98855,0.0575258,-0.289074
1.504,9.98861,0.0572382,-0.287629
1.505,9.98867,0.056952,-0.286191
1.506,9.98872,0.0566672,-0.28476
1.507,9.98878,0.0563839,-0.283336
1.508,9.98884,0.056102,-0.281919
1.509,9.98889,0.0558215,-0.28051
1.51,9.98895,0.0555424,-0.279107
1.511,9.989,0.0552647,-0.277712
1.512,9.98906,0.0549883,-0.276323
1.513,9.98911,0.0547134,-0.274942
1.514,9.98917,0.0544398,-0.273567
1.515,9.98922,0.0541676,-0.272199
1.516,9.98927,0.0538968,-0.270838
1.517,9.98933,0.0536273,-0.269484
1.518,9.98938,0.0533592,-0.268136
1.519,9.98943,0.0530924,-0.266796
1.52,9.98949,0.0528269,-0.265462
1.521,9.98954,0.0525628,-0.264135
1.522,9.98959,0.0523,-0.262814
1.523,9.98964,0.0520385,-0.2615
1.524,9.9897,0.0517783,-0.260192
1.525,9.98975,0.0515194,-0.258891
1.526,9.9898,0.0512618,-0.257597
1.527,9.98985,0.0510055,-0.256309
1.528,9.9899,0.0507504,-0.255027
1.529,9.98995,0.0504967,-0.253752
1.53,9.99,0.0502442,-0.252483
1.531,9.99005,0.049993,-0.251221
1.532,9.9901,0.049743,-0.249965
1.533,9.99015,0.0494943,-0.248715
1.534,9.9902,0.0492468,-0.247472
1.535,9.99025,0.0490006,-0.246234
1.536,9.9903,0.0487556,-0.245003
1.537,9.99035,0.0485118,-0.243778
1.538,9.99039,0.0482693,-0.242559
1.539,9.99044,0.0480279,-0.241346
1.54,9.99049,0.0477878,-0.24014
1.541,9.99054,0.0475488,-0.238939
1.542,9.99059,0.0473111,-0.237744
1.543,9.99063,0.0470745,-0.236555
1.544,9.99068,0.0468392,-0.235373
1.545,9.99073,0.046605,-0.234196
1.546,9.99077,0.0463719,-0.233025
1.547,9.99082,0.0461401,-0.23186
1.548,9.99086,0.0459094,-0.2307
1.549,9.99091,0.0456798,-0.229547
1.55,9.99096,0.0454514,-0.228399
1.551,9.991,0.0452242,-0.227257
1.552,9.99105,0.0449981,-0.226121
1.553,9.99109,0.0447731,-0.22499
1.554,9.99113,0.0445492,-0.223865
1.555,9.99118,0.0443265,-0.222746
1.556,9.99122,0.0441048,-0.221632
1.557,9.99127,0.0438843,-0.220524
1.558,9.99131,0.0436649,-0.219421
1.559,9.99135,0.0434466,-0.218324
1.56,9.9914,0.0432293,-0.217233
1.561,9.99144,0.0430132,-0.216147
1.562,9.99148,0.0427981,-0.215066
1.563,9.99153,0.0425841,-0.213991
1.564,9.99157,0.0423712,-0.212921
1.565,9.99161,0.0421593,-0.211856
1.566,9.99165,0.0419485,-0.210797
1.567,9.99169,0.0417388,-0.209743
1.568,9.99174,0.0415301,-0.208694
1.569,9.99178,0.0413225,-0.207651
1.57,9.99182,0.0411158,-0.206612
1.571,9.99186,0.0409103,-0.205579
1.572,9.9919,0.0407057,-0.204551
1.573,9.99194,0.0405022,-0.203529
1.574,9.99198,0.0402997,-0.202511
1.575,9.99202,0.0400982,-0.201498
1.576,9.99206,0.0398977,-0.200491
1.577,9.9921,0.0396982,-0.199488
1.578,9.99214,0.0394997,-0.198491
1.579,9.99218,0.0393022,-0.197499
1.58,9.99222,0.0391057,-0.196511
1.581,9.99226,0.0389102,-0.195528
1.582,9.9923,0.0387156,-0.194551
1.583,9.99233,0.038522,-0.193578
1.584,9.99237,0.0383294,-0.19261
1.585,9.99241,0.0381378,-0.191647
1.586,9.99245,0.0379471,-0.190689
1.587,9.99249,0.0377574,-0.189735
1.588,9.99252,0.0375686,-0.188787
1.589,9.99256,0.0373807,-0.187843
1.59,9.9926,0.0371938,-0.186904
1.591,9.99264,0.0370079,-0.185969
1.592,9.99267,0.0368228,-0.185039
1.593,9.99271,0.0366387,-0.184114
1.594,9.99275,0.0364555,-0.183193
1.595,9.99278,0.0362732,-0.182278
1.596,9.99282,0.0360919,-0.181366
1.597,9.99285,0.0359114,-0.180459
1.598,9.99289,0.0357318,-0.179557
1.599,9.99292,0.0355532,-0.178659
1.6,9.99296,0.0353754,-0.177766
1.601,9.993,0.0351985,-0.176877
1.602,9.99303,0.0350226,-0.175993
1.603,9.99307,0.0348474,-0.175113
1.604,9.9931,0.0346732,-0.174237
1.605,9.99313,0.0344998,-0.173366
1.606,9.99317,0.0343273,-0.172499
1.607,9.9932,0.0341557,-0.171637
1.608,9.99324,0.0339849,-0.170778
1.609,9.99327,0.033815,-0.169925
1.61,9.9933,0.0336459,-0.169075
1.611,9.99334,0.0334777,-0.16823
1.612,9.99337,0.0333103,-0.167388
1.613,9.9934,0.0331438,-0.166552
1.614,9.99344,0.032978,-0.165719
1.615,9.99347,0.0328131,-0.16489
1.616,9.9935,0.0326491,-0.164066
1.617,9.99354,0.0324858,-0.163245
1.618,9.99357,0.0323234,-0.162429
1.619,9.9936,0.0321618,-0.161617
1.62,9.99363,0.032001,-0.160809
1.621,9.99366,0.031841,-0.160005
1.622,9.9937,0.0316818,-0.159205
1.623,9.99373,0.0315234,-0.158409
1.624,9.99376,0.0313657,-0.157617
1.625,9.99379,0.0312089,-0.156829
1.626,9.99382,0.0310529,-0.156045
1.627,9.99385,0.0308976,-0.155264
1.628,9.99388,0.0307431,-0.154488
1.629,9.99391,0.0305894,-0.153716
1.63,9.99394,0.0304365,-0.152947
1.631,9.99397,0.0302843,-0.152182
1.632,9.994,0.0301328,-0.151421
1.633,9.99403,0.0299822,-0.150664
1.634,9.99406,0.0298323,-0.149911
1.635,9.99409,0.0296831,-0.149161
1.636,9.99412,0.0295347,-0.148416
1.637,9.99415,0.029387,-0.147673
1.638,9.99418,0.0292401,-0.146935
1.639,9.99421,0.0290939,-0.1462
1.64,9.99424,0.0289484,-0.145469
1.641,9.99427,0.0288037,-0.144742
1.642,9.9943,0.0286597,-0.144018
1.643,9.99433,0.0285164,-0.143298
1.644,9.99435,0.0283738,-0.142582
1.645,9.99438,0.0282319,-0.141869
1.646,9.99441,0.0280907,-0.14116
1.647,9.99444,0.0279503,-0.140454
1.648,9.99447,0.0278105,-0.139751
1.649,9.99449,0.0276715,-0.139053
1.65,9.99452,0.0275331,-0.138357
1.651,9.99455,0.0273955,-0.137666
1.652,9.99458,0.0272585,-0.136977
1.653,9.9946,0.0271222,-0.136292
1.654,9.99463,0.0269866,-0.135611
1.655,9.99466,0.0268517,-0.134933
1.656,9.99468,0.0267174,-0.134258
1.657,9.99471,0.0265838,-0.133587
1.658,9.99474,0.0264509,-0.132919
1.659,9.99476,0.0263186,-0.132254
1.66,9.99479,0.026187,-0.131593
1.661,9.99481,0.0260561,-0.130935
1.662,9.99484,0.0259258,-0.130281
1.663,9.99487,0.0257962,-0.129629
1.664,9.99489,0.0256672,-0.128981
1.665,9.99492,0.0255389,-0.128336
1.666,9.99494,0.0254112,-0.127694
1.667,9.99497,0.0252841,-0.127056
1.668,9.99499,0.0251577,-0.126421
1.669,9.99502,0.0250319,-0.125789
1.67,9.99504,0.0249068,-0.12516
1.671,9.99507,0.0247822,-0.124534
1.672,9.99509,0.0246583,-0.123911
1.673,9.99512,0.024535,-0.123292
1.674,9.99514,0.0244124,-0.122675
1.675,9.99517,0.0242903,-0.122062
1.676,9.99519,0.0241688,-0.121451
1.677,9.99521,0.024048,-0.120844
1.678,9.99524,0.0239278,-0.12024
1.679,9.99526,0.0238081,-0.119639
1.68,9.99529,0.0236891,-0.119041
1.681,9.99531,0.0235706,-0.118445
1.682,9.99533,0.0234528,-0.117853
1.683,9.99536,0.0233355,-0.117264
1.684,9.99538,0.0232188,-0.116678
1.685,9.9954,0.0231027,-0.116094
1.686,9.99543,0.0229872,-0.115514
1.687,9.99545,0.0228723,-0.114936
1.688,9.99547,0.0227579,-0.114361
1.689,9.99549,0.0226441,-0.11379
1.69,9.99552,0.0225309,-0.113221
1.691,9.99554,0.0224183,-0.112655
1.692,9.99556,0.0223062,-0.112091
1.693,9.99558,0.0221946,-0.111531
1.694,9.99561,0.0220837,-0.110973
1.695,9.99563,0.0219732,-0.110418
1.696,9.99565,0.0218634,-0.109866
1.697,9.99567,0.0217541,-0.109317
1.698,9.99569,0.0216453,-0.10877
1.699,9.99571,0.0215371,-0.108226
1.7,9.99574,0.0214294,-0.107685
1.701,9.99576,0.0213222,-0.107147
1.702,9.99578,0.0212156,-0.106611
1.703,9.9958,0.0211095,-0.106078
1.704,9.99582,0.021004,-0.105548
1.705,9.99584,0.020899,-0.10502
1.706,9.99586,0.0207945,-0.104495
1.707,9.99588,0.0206905,-0.103972
1.708,9.9959,0.0205871,-0.103453
1.709,9.99592,0.0204841,-0.102935
1.71,9.99594,0.0203817,-0.102421
1.711,9.99596,0.0202798,-0.101909
1.712,9.99598,0.0201784,-0.101399
1.713,9.996,0.0200775,-0.100892
1.714,9.99602,0.0199771,-0.100388
1.715,9.99604,0.0198772,-0.0998856
1.716,9.99606,0.0197778,-0.0993862
1.717,9.99608,0.019679,-0.0988892
1.718,9.9961,0.0195806,-0.0983948
1.719,9.99612,0.0194827,-0.0979028
1.72,9.99614,0.0193852,-0.0974133
1.721,9.99616,0.0192883,-0.0969262
1.722,9.99618,0.0191919,-0.0964416
1.723,9.9962,0.0190959,-0.0959594
1.724,9.99622,0.0190004,-0.0954796
1.725,9.99624,0.0189054,-0.0950022
1.726,9.99626,0.0188109,-0.0945272
1.727,9.99628,0.0187169,-0.0940545
1.728,9.99629,0.0186233,-0.0935843
1.729,9.99631,0.0185302,-0.0931164
1.73,9.99633,0.0184375,-0.0926508
1.731,9.99635,0.0183453,-0.0921875
1.732,9.99637,0.0182536,-0.0917266
1.733,9.99639,0.0181623,-0.0912679
1.734,9.9964,0.0180715,-0.0908116
1.735,9.99642,0.0179812,-0.0903575
1.736,9.99644,0.0178912,-0.0899058
1.737,9.99646,0.0178018,-0.0894562
1.738,9.99648,0.0177128,-0.089009
1.739,9.99649,0.0176242,-0.0885639
1.74,9.99651,0.0175361,-0.0881211
1.741,9.99653,0.0174484,-0.0876805
1.742,9.99655,0.0173612,-0.0872421
1.743,9.99656,0.0172744,-0.0868059
1.744,9.99658,0.017188,-0.0863718
1.745,9.9966,0.0171021,-0.08594
1.746,9.99661,0.0170165,-0.0855103
1.747,9.99663,0.0169315,-0.0850827
1.748,9.99665,0.0168468,-0.0846573
1.749,9.99666,0.0167626,-0.084234
1.75,9.99668,0.0166788,-0.0838129
1.751,9.9967,0.0165954,-0.0833938
1.752,9.99671,0.0165124,-0.0829768
1.753,9.99673,0.0164298,-0.0825619
1.754,9.99675,0.0163477,-0.0821491
1.755,9.99676,0.0162659,-0.0817384
1.756,9.99678,0.0161846,-0.0813297
1.757,9.9968,0.0161037,-0.080923
1.758,9.99681,0.0160232,-0.0805184
1.759,9.99683,0.0159431,-0.0801158
1.76,9.99684,0.0158633,-0.0797153
1.761,9.99686,0.015784,-0.0793167
1.762,9.99687,0.0157051,-0.0789201
1.763,9.99689,0.0156266,-0.0785255
1.764,9.99691,0.0155484,-0.0781329
1.765,9.99692,0.0154707,-0.0777422
1.766,9.99694,0.0153933,-0.0773535
1.767,9.99695,0.0153164,-0.0769667
1.768,9.99697,0.0152398,-0.0765819
1.769,9.99698,0.0151636,-0.076199
1.77,9.997,0.0150878,-0.075818
1.771,9.99701,0.0150123,-0.0754389
1.772,9.99703,0.0149373,-0.0750617
1.773,9.99704,0.0148626,-0.0746864
1.774,9.99706,0.0147883,-0.074313
1.775,9.99707,0.0147143,-0.0739414
1.776,9.99709,0.0146408,-0.0735717
1.777,9.9971,0.0145676,-0.0732038
1.778,9.99712,0.0144947,-0.0728378
1.779,9.99713,0.0144223,-0.0724736
1.78,9.99714,0.0143501,-0.0721113
1.781,9.99716,0.0142784,-0.0717507
1.782,9.99717,0.014207,-0.0713919
1.783,9.99719,0.014136,-0.071035
1.784,9.9972,0.0140653,-0.0706798
1.785,9.99722,0.013995,-0.0703264
1.786,9.99723,0.013925,-0.0699748
1.787,9.99724,0.0138554,-0.0696249
1.788,9.99726,0.0137861,-0.0692768
1.789,9.99727,0.0137171,-0.0689304
1.79,9.99728,0.0136486,-0.0685857
1.791,9.9973,0.0135803,-0.0682428
1.792,9.99731,0.0135124,-0.0679016
1.793,9.99732,0.0134449,-0.0675621
1.794,9.99734,0.0133776,-0.0672243
1.795,9.99735,0.0133107,-0.0668882
1.796,9.99736,0.0132442,-0.0665537
1.797,9.99738,0.013178,-0.066221
1.798,9.99739,0.0131121,-0.0658899
1.799,9.9974,0.0130465,-0.0655604
1.8,9.99742,0.0129813,-0.0652326
1.801,9.99743,0.0129164,-0.0649064
1.802,9.99744,0.0128518,-0.0645819
1.803,9.99746,0.0127875,-0.064259
1.804,9.99747,0.0127236,-0.0639377
1.805,9.99748,0.01266,-0.063618
1.806,9.99749,0.0125967,-0.0632999
1.807,9.99751,0.0125337,-0.0629834
1.808,9.99752,0.012471,-0.0626685
1.809,9.99753,0.0124087,-0.0623552
1.81,9.99754,0.0123466,-0.0620434
1.811,9.99756,0.0122849,-0.0617332
1.812,9.99757,0.0122235,-0.0614245
1.813,9.99758,0.0121624,-0.0611174
1.814,9.99759,0.0121015,-0.0608118
1.815,9.9976,0.012041,-0.0605077
1.816,9.99762,0.0119808,-0.0602052
1.817,9.99763,0.0119209,-0.0599042
1.818,9.99764,0.0118613,-0.0596046
1.819,9.99765,0.011802,-0.0593066
1.82,9.99766,0.011743,-0.0590101
1.821,9.99767,0.0116843,-0.058715
1.822,9.99769,0.0116259,-0.0584215
1.823,9.9977,0.0115677,-0.0581294
1.824,9.99771,0.0115099,-0.0578387
1.825,9.99772,0.0114524,-0.0575495
1.826,9.99773,0.0113951,-0.0572618
1.827,9.99774,0.0113381,-0.0569755
1.828,9.99775,0.0112814,-0.0566906
1.829,9.99777,0.011225,-0.0564071
1.83,9.99778,0.0111689,-0.0561251
1.831,9.99779,0.011113,-0.0558445
1.832,9.9978,0.0110575,-0.0555652
1.833,9.99781,0.0110022,-0.0552874
1.834,9.99782,0.0109472,-0.055011
1.835,9.99783,0.0108925,-0.0547359
1.836,9.99784,0.010838,-0.0544623
1.837,9.99785,0.0107838,-0.0541899
1.838,9.99786,0.0107299,-0.053919
1.839,9.99788,0.0106762,-0.0536494
1.84,9.99789,0.0106228,-0.0533811
1.841,9.9979,0.0105697,-0.0531142
1.842,9.99791,0.0105169,-0.0528487
1.843,9.99792,0.0104643,-0.0525844
1.844,9.99793,0.010412,-0.0523215
1.845,9.99794,0.0103599,-0.0520599
1.846,9.99795,0.0103081,-0.0517996
1.847,9.99796,0.0102566,-0.0515406
1.848,9.99797,0.0102053,-0.0512829
1.849,9.99798,0.0101543,-0.0510265
1.85,9.99799,0.0101035,-0.0507714
1.851,9.998,0.010053,-0.0505175
1.852,9.99801,0.0100027,-0.0502649
1.853,9.99802,0.0099527,-0.0500136
1.854,9.99803,0.00990294,-0.0497635
1.855,9.99804,0.00985342,-0.0495147
1.856,9.99805,0.00980416,-0.0492671
1.857,9.99806,0.00975514,-0.0490208
1.858,9.99807,0.00970636,-0.0487757
1.859,9.99808,0.00965783,-0.0485318
1.86,9.99809,0.00960954,-0.0482891
1.861,9.9981,0.00956149,-0.0480477
1.862,9.99811,0.00951369,-0.0478075
1.863,9.99812,0.00946612,-0.0475684
1.864,9.99813,0.00941879,-0.0473306
1.865,9.99814,0.00937169,-0.0470939
1.866,9.99814,0.00932483,-0.0468585
1.867,9.99815,0.00927821,-0.0466242
1.868,9.99816,0.00923182,-0.046391
1.869,9.99817,0.00918566,-0.0461591
1.87,9.99818,0.00913973,-0.0459283
1.871,9.99819,0.00909403,-0.0456987
1.872,9.9982,0.00904856,-0.0454702
1.873,9.99821,0.00900332,-0.0452428
1.874,9.99822,0.0089583,-0.0450166
1.875,9.99823,0.00891351,-0.0447915
1.876,9.99824,0.00886894,-0.0445676
1.877,9.99824,0.0088246,-0.0443447
1.878,9.99825,0.00878048,-0.044123
1.879,9.99826,0.00873657,-0.0439024
1.88,9.99827,0.00869289,-0.0436829
1.881,9.99828,0.00864943,-0.0434645
1.882,9.99829,0.00860618,-0.0432471
1.883,9.9983,0.00856315,-0.0430309
1.884,9.9983,0.00852033,-0.0428157
1.885,9.99831,0.00847773,-0.0426017
1.886,9.99832,0.00843534,-0.0423887
1.887,9.99833,0.00839317,-0.0421767
1.888,9.99834,0.0083512,-0.0419658
1.889,9.99835,0.00830944,-0.041756
1.89,9.99835,0.0082679,-0.0415472
1.891,9.99836,0.00822656,-0.0413395
1.892,9.99837,0.00818542,-0.0411328
1.893,9.99838,0.0081445,-0.0409271
1.894,9.99839,0.00810377,-0.0407225
1.895,9.9984,0.00806326,-0.0405189
1.896,9.9984,0.00802294,-0.0403163
1.897,9.99841,0.00798282,-0.0401147
1.898,9.99842,0.00794291,-0.0399141
1.899,9.99843,0.0079032,-0.0397146
1.9,9.99844,0.00786368,-0.039516
1.901,9.99844,0.00782436,-0.0393184
1.902,9.99845,0.00778524,-0.0391218
1.903,9.99846,0.00774631,-0.0389262
1.904,9.99847,0.00770758,-0.0387316
1.905,9.99847,0.00766904,-0.0385379
1.906,9.99848,0.0076307,-0.0383452
1.907,9.99849,0.00759255,-0.0381535
1.908,9.9985,0.00755458,-0.0379627
1.909,9.9985,0.00751681,-0.0377729
1.91,9.99851,0.00747923,-0.037584
1.911,9.99852,0.00744183,-0.0373961
1.912,9.99853,0.00740462,-0.0372091
1.913,9.99853,0.0073676,-0.0370231
1.914,9.99854,0.00733076,-0.036838
1.915,9.99855,0.00729411,-0.0366538
1.916,9.99856,0.00725764,-0.0364705
1.917,9.99856,0.00722135,-0.0362882
1.918,9.99857,0.00718524,-0.0361067
1.919,9.99858,0.00714931,-0.0359262
1.92,9.99858,0.00711357,-0.0357466
1.921,9.99859,0.007078,-0.0355678
1.922,9.9986,0.00704261,-0.03539
1.923,9.99861,0.0070074,-0.035213
1.924,9.99861,0.00697236,-0.035037
1.925,9.99862,0.0069375,-0.0348618
1.926,9.99863,0.00690281,-0.0346875
1.927,9.99863,0.0068683,-0.0345141
1.928,9.99864,0.00683395,-0.0343415
1.929,9.99865,0.00679978,-0.0341698
1.93,9.99865,0.00676579,-0.0339989
1.931,9.99866,0.00673196,-0.0338289
1.932,9.99867,0.0066983,-0.0336598
1.933,9.99867,0.00666481,-0.0334915
1.934,9.99868,0.00663148,-0.033324
1.935,9.99869,0.00659832,-0.0331574
1.936,9.99869,0.00656533,-0.0329916
1.937,9.9987,0.00653251,-0.0328267
1.938,9.99871,0.00649984,-0.0326625
1.939,9.99871,0.00646734,-0.0324992
1.94,9.99872,0.00643501,-0.0323367
1.941,9.99873,0.00640283,-0.032175
1.942,9.99873,0.00637082,-0.0320142
1.943,9.99874,0.00633896,-0.0318541
1.944,9.99874,0.00630727,-0.0316948
1.945,9.99875,0.00627573,-0.0315363
1.946,9.99876,0.00624435,-0.0313787
1.947,9.99876,0.00621313,-0.0312218
1.948,9.99877,0.00618207,-0.0310657
1.949,9.99878,0.00615116,-0.0309103
1.95,9.99878,0.0061204,-0.0307558
1.951,9.99879,0.0060898,-0.030602
1.952,9.99879,0.00605935,-0.030449
1.953,9.9988,0.00602905,-0.0302967
1.954,9.99881,0.00599891,-0.0301453
1.955,9.99881,0.00596891,-0.0299945
1.956,9.99882,0.00593907,-0.0298446
1.957,9.99882,0.00590937,-0.0296953
1.958,9.99883,0.00587983,-0.0295469
1.959,9.99884,0.00585043,-0.0293991
1.96,9.99884,0.00582118,-0.0292521
1.961,9.99885,0.00579207,-0.0291059
1.962,9.99885,0.00576311,-0.0289603
1.963,9.99886,0.00573429,-0.0288155
1.964,9.99886,0.00570562,-0.0286715
1.965,9.99887,0.00567709,-0.0285281
1.966,9.99888,0.00564871,-0.0283855
1.967,9.99888,0.00562046,-0.0282435
1.968,9.99889,0.00559236,-0.0281023
1.969,9.99889,0.0055644,-0.0279618
1.97,9.9989,0.00553658,-0.027822
1.971,9.9989,0.0055089,-0.0276829
1.972,9.99891,0.00548135,-0.0275445
1.973,9.99891,0.00545394,-0.0274068
1.974,9.99892,0.00542668,-0.0272697
1.975,9.99893,0.00539954,-0.0271334
1.976,9.99893,0.00537254,-0.0269977
1.977,9.99894,0.00534568,-0.0268627
1.978,9.99894,0.00531895,-0.0267284
1.979,9.99895,0.00529236,-0.0265948
1.98,9.99895,0.0052659,-0.0264618
1.981,9.99896,0.00523957,-0.0263295
1.982,9.99896,0.00521337,-0.0261978
1.983,9.99897,0.0051873,-0.0260668
1.984,9.99897,0.00516137,-0.0259365
1.985,9.99898,0.00513556,-0.0258068
1.986,9.99898,0.00510988,-0.0256778
1.987,9.99899,0.00508433,-0.0255494
1.988,9.99899,0.00505891,-0.0254217
1.989,9.999,0.00503362,-0.0252945
1.99,9.999,0.00500845,-0.0251681
1.991,9.99901,0.00498341,-0.0250422
1.992,9.99901,0.00495849,-0.024917
1.993,9.99902,0.0049337,-0.0247924
1.994,9.99902,0.00490903,-0.0246685
1.995,9.99903,0.00488448,-0.0245451
1.996,9.99903,0.00486006,-0.0244224
1.997,9.99904,0.00483576,-0.0243003
1.998,9.99904,0.00481158,-0.0241788
1.999,9.99905,0.00478752,-0.0240579
