Time,Step,J3_Pos,J3_Err,J3_Vel,Kp
0.524,UP,105.682,4.31805,22.2903,50
0.525,UP,105.704,4.29586,22.1909,50
0.526,UP,105.726,4.27377,22.0919,50
0.527,UP,105.748,4.25178,21.9932,50
0.528,UP,105.77,4.22988,21.8947,50
0.529,UP,105.792,4.20809,21.7966,50
0.53,UP,105.814,4.18639,21.6987,50
0.531,UP,105.835,4.16479,21.6012,50
0.532,UP,105.857,4.14328,21.5039,50
0.533,UP,105.878,4.12188,21.407,50
0.534,UP,105.899,4.10057,21.3104,50
0.535,UP,105.921,4.07935,21.214,50
0.536,UP,105.942,4.05823,21.118,50
0.537,UP,105.963,4.03721,21.0222,50
0.538,UP,105.984,4.01628,20.9268,50
0.539,UP,106.005,3.99545,20.8316,50
0.54,UP,106.025,3.97472,20.7368,50
0.541,UP,106.046,3.95407,20.6423,50
0.542,UP,106.066,3.93353,20.5481,50
0.543,UP,106.087,3.91307,20.4541,50
0.544,UP,106.107,3.89271,20.3605,50
0.545,UP,106.128,3.87244,20.2672,50
0.546,UP,106.148,3.85227,20.1742,50
0.547,UP,106.168,3.83219,20.0815,50
0.548,UP,106.188,3.8122,19.9892,50
0.549,UP,106.208,3.7923,19.8971,50
0.55,UP,106.228,3.7725,19.8053,50
0.551,UP,106.247,3.75278,19.7138,50
0.552,UP,106.267,3.73316,19.6227,50
0.553,UP,106.286,3.71363,19.5318,50
0.554,UP,106.306,3.69419,19.4413,50
0.555,UP,106.325,3.67484,19.3511,50
0.556,UP,106.344,3.65557,19.2611,50
0.557,UP,106.364,3.6364,19.1715,50
0.558,UP,106.383,3.61732,19.0822,50
0.559,UP,106.402,3.59833,18.9932,50
0.56,UP,106.421,3.57942,18.9045,50
0.561,UP,106.439,3.56061,18.8161,50
0.562,UP,106.458,3.54188,18.7281,50
0.563,UP,106.477,3.52324,18.6403,50
0.564,UP,106.495,3.50469,18.5529,50
0.565,UP,106.514,3.48622,18.4657,50
0.566,UP,106.532,3.46784,18.3789,50
0.567,UP,106.55,3.44955,18.2924,50
0.568,UP,106.569,3.43134,18.2061,50
0.569,UP,106.587,3.41322,18.1202,50
0.57,UP,106.605,3.39519,18.0346,50
0.571,UP,106.623,3.37724,17.9494,50
0.572,UP,106.641,3.35937,17.8644,50
0.573,UP,106.658,3.34159,17.7797,50
0.574,UP,106.676,3.3239,17.6953,50
0.575,UP,106.694,3.30629,17.6113,50
0.576,UP,106.711,3.28876,17.5275,50
0.577,UP,106.729,3.27132,17.4441,50
0.578,UP,106.746,3.25396,17.361,50
0.579,UP,106.763,3.23668,17.2781,50
0.58,UP,106.781,3.21948,17.1956,50
0.581,UP,106.798,3.20237,17.1134,50
0.582,UP,106.815,3.18534,17.0315,50
0.583,UP,106.832,3.16839,16.9499,50
0.584,UP,106.848,3.15152,16.8686,50
0.585,UP,106.865,3.13473,16.7877,50
0.586,UP,106.882,3.11802,16.707,50
0.587,UP,106.899,3.1014,16.6266,50
0.588,UP,106.915,3.08485,16.5465,50
0.589,UP,106.932,3.06838,16.4668,50
0.59,UP,106.948,3.052,16.3873,50
0.591,UP,106.964,3.03569,16.3082,50
0.592,UP,106.981,3.01946,16.2293,50
0.593,UP,106.997,3.00331,16.1508,50
0.594,UP,107.013,2.98724,16.0725,50
0.595,UP,107.029,2.97124,15.9946,50
0.596,UP,107.045,2.95532,15.917,50
0.597,UP,107.061,2.93948,15.8396,50
0.598,UP,107.076,2.92372,15.7626,50
0.599,UP,107.092,2.90804,15.6859,50
0.6,UP,107.108,2.89243,15.6094,50
0.601,UP,107.123,2.87689,15.5333,50
0.602,UP,107.139,2.86144,15.4575,50
0.603,UP,107.154,2.84605,15.3819,50
0.604,UP,107.169,2.83075,15.3067,50
0.605,UP,107.184,2.81552,15.2318,50
0.606,UP,107.2,2.80036,15.1571,50
0.607,UP,107.215,2.78528,15.0828,50
0.608,UP,107.23,2.77027,15.0088,50
0.609,UP,107.245,2.75533,14.935,50
0.61,UP,107.26,2.74047,14.8616,50
0.611,UP,107.274,2.72568,14.7884,50
0.612,UP,107.289,2.71097,14.7156,50
0.613,UP,107.304,2.69632,14.643,50
0.614,UP,107.318,2.68175,14.5707,50
0.615,UP,107.333,2.66725,14.4988,50
0.616,UP,107.347,2.65283,14.4271,50
0.617,UP,107.362,2.63847,14.3557,50
0.618,UP,107.376,2.62419,14.2846,50
0.619,UP,107.39,2.60997,14.2138,50
0.62,UP,107.404,2.59583,14.1433,50
0.621,UP,107.418,2.58176,14.0731,50
0.622,UP,107.432,2.56775,14.0031,50
0.623,UP,107.446,2.55382,13.9335,50
0.624,UP,107.46,2.53995,13.8641,50
0.625,UP,107.474,2.52616,13.7951,50
0.626,UP,107.488,2.51243,13.7263,50
0.627,UP,107.501,2.49878,13.6578,50
0.628,UP,107.515,2.48519,13.5896,50
0.629,UP,107.528,2.47166,13.5216,50
0.63,UP,107.542,2.45821,13.454,50
0.631,UP,107.555,2.44482,13.3866,50
0.632,UP,107.568,2.4315,13.3196,50
0.633,UP,107.582,2.41825,13.2528,50
0.634,UP,107.595,2.40507,13.1863,50
0.635,UP,107.608,2.39195,13.12,50
0.636,UP,107.621,2.37889,13.0541,50
0.637,UP,107.634,2.3659,12.9884,50
0.638,UP,107.647,2.35298,12.923,50
0.639,UP,107.66,2.34012,12.8579,50
0.64,UP,107.673,2.32733,12.7931,50
0.641,UP,107.685,2.3146,12.7285,50
0.642,UP,107.698,2.30194,12.6642,50
0.643,UP,107.711,2.28934,12.6002,50
0.644,UP,107.723,2.2768,12.5365,50
0.645,UP,107.736,2.26433,12.4731,50
0.646,UP,107.748,2.25192,12.4099,50
0.647,UP,107.76,2.23957,12.347,50
0.648,UP,107.773,2.22729,12.2843,50
0.649,UP,107.785,2.21506,12.222,50
0.65,UP,107.797,2.2029,12.1599,50
0.651,UP,107.809,2.19081,12.0981,50
0.652,UP,107.821,2.17877,12.0365,50
0.653,UP,107.833,2.16679,11.9752,50
0.654,UP,107.845,2.15488,11.9142,50
0.655,UP,107.857,2.14303,11.8535,50
0.656,UP,107.869,2.13123,11.793,50
0.657,UP,107.881,2.1195,11.7328,50
0.658,UP,107.892,2.10783,11.6728,50
0.659,UP,107.904,2.09621,11.6131,50
0.66,UP,107.915,2.08466,11.5537,50
0.661,UP,107.927,2.07317,11.4945,50
0.662,UP,107.938,2.06173,11.4356,50
0.663,UP,107.95,2.05035,11.377,50
0.664,UP,107.961,2.03903,11.3186,50
0.665,UP,107.972,2.02777,11.2605,50
0.666,UP,107.983,2.01657,11.2027,50
0.667,UP,107.995,2.00543,11.1451,50
0.668,UP,108.006,1.99434,11.0877,50
0.669,UP,108.017,1.98331,11.0306,50
0.67,UP,108.028,1.97233,10.9738,50
0.671,UP,108.039,1.96142,10.9172,50
0.672,UP,108.049,1.95056,10.8609,50
0.673,UP,108.06,1.93975,10.8048,50
0.674,UP,108.071,1.929,10.749,50
0.675,UP,108.082,1.91831,10.6934,50
0.676,UP,108.092,1.90767,10.6381,50
0.677,UP,108.103,1.89709,10.5831,50
0.678,UP,108.113,1.88656,10.5283,50
0.679,UP,108.124,1.87609,10.4737,50
0.68,UP,108.134,1.86567,10.4194,50
0.681,UP,108.145,1.8553,10.3653,50
0.682,UP,108.155,1.84499,10.3115,50
0.683,UP,108.165,1.83473,10.2579,50
0.684,UP,108.175,1.82453,10.2046,50
0.685,UP,108.186,1.81438,10.1515,50
0.686,UP,108.196,1.80428,10.0986,50
0.687,UP,108.206,1.79423,10.046,50
0.688,UP,108.216,1.78424,9.99368,50
0.689,UP,108.226,1.7743,9.94156,50
0.69,UP,108.236,1.76441,9.88968,50
0.691,UP,108.245,1.75457,9.83804,50
0.692,UP,108.255,1.74478,9.78664,50
0.693,UP,108.265,1.73505,9.73547,50
0.694,UP,108.275,1.72536,9.68454,50
0.695,UP,108.284,1.71573,9.63385,50
0.696,UP,108.294,1.70614,9.5834,50
0.697,UP,108.303,1.69661,9.53317,50
0.698,UP,108.313,1.68713,9.48318,50
0.699,UP,108.322,1.67769,9.43343,50
0.7,UP,108.332,1.66831,9.3839,50
0.701,UP,108.341,1.65898,9.33461,50
0.702,UP,108.35,1.64969,9.28555,50
0.703,UP,108.36,1.64045,9.23672,50
0.704,UP,108.369,1.63127,9.18811,50
0.705,UP,108.378,1.62213,9.13973,50
0.706,UP,108.387,1.61303,9.09159,50
0.707,UP,108.396,1.60399,9.04366,50
0.708,UP,108.405,1.59499,8.99597,50
0.709,UP,108.414,1.58605,8.94849,50
0.71,UP,108.423,1.57714,8.90124,50
0.711,UP,108.432,1.56829,8.85422,50
0.712,UP,108.441,1.55948,8.80742,50
0.713,UP,108.449,1.55072,8.76083,50
0.714,UP,108.458,1.54201,8.71447,50
0.715,UP,108.467,1.53334,8.66833,50
0.716,UP,108.475,1.52472,8.62241,50
0.717,UP,108.484,1.51614,8.57671,50
0.718,UP,108.492,1.50761,8.53122,50
0.719,UP,108.501,1.49912,8.48595,50
0.72,UP,108.509,1.49068,8.4409,50
0.721,UP,108.518,1.48229,8.39606,50
0.722,UP,108.526,1.47393,8.35144,50
0.723,UP,108.534,1.46563,8.30703,50
0.724,UP,108.543,1.45736,8.26283,50
0.725,UP,108.551,1.44915,8.21884,50
0.726,UP,108.559,1.44097,8.17507,50
0.727,UP,108.567,1.43284,8.1315,50
0.728,UP,108.575,1.42475,8.08815,50
0.729,UP,108.583,1.41671,8.045,50
0.73,UP,108.591,1.4087,8.00206,50
0.731,UP,108.599,1.40074,7.95933,50
0.732,UP,108.607,1.39283,7.91681,50
0.733,UP,108.615,1.38495,7.87449,50
0.734,UP,108.623,1.37712,7.83238,50
0.735,UP,108.631,1.36933,7.79046,50
0.736,UP,108.638,1.36158,7.74876,50
0.737,UP,108.646,1.35387,7.70725,50
0.738,UP,108.654,1.34621,7.66595,50
0.739,UP,108.661,1.33858,7.62485,50
0.74,UP,108.669,1.331,7.58394,50
0.741,UP,108.677,1.32346,7.54324,50
0.742,UP,108.684,1.31595,7.50274,50
0.743,UP,108.692,1.30849,7.46243,50
0.744,UP,108.699,1.30107,7.42232,50
0.745,UP,108.706,1.29369,7.38241,50
0.746,UP,108.714,1.28634,7.34269,50
0.747,UP,108.721,1.27904,7.30316,50
0.748,UP,108.728,1.27178,7.26383,50
0.749,UP,108.735,1.26455,7.2247,50
0.75,UP,108.743,1.25737,7.18575,50
0.751,UP,108.75,1.25022,7.147,50
0.752,UP,108.757,1.24311,7.10843,50
0.753,UP,108.764,1.23604,7.07006,50
0.754,UP,108.771,1.22901,7.03188,50
0.755,UP,108.778,1.22202,6.99388,50
0.756,UP,108.785,1.21506,6.95607,50
0.757,UP,108.792,1.20814,6.91845,50
0.758,UP,108.799,1.20126,6.88102,50
0.759,UP,108.806,1.19442,6.84377,50
0.76,UP,108.812,1.18761,6.8067,50
0.761,UP,108.819,1.18084,6.76982,50
0.762,UP,108.826,1.17411,6.73313,50
0.763,UP,108.833,1.16741,6.69661,50
0.764,UP,108.839,1.16075,6.66028,50
0.765,UP,108.846,1.15413,6.62412,50
0.766,UP,108.852,1.14754,6.58815,50
0.767,UP,108.859,1.14098,6.55236,50
0.768,UP,108.866,1.13447,6.51674,50
0.769,UP,108.872,1.12799,6.4813,50
0.77,UP,108.878,1.12154,6.44604,50
0.771,UP,108.885,1.11513,6.41096,50
0.772,UP,108.891,1.10875,6.37605,50
0.773,UP,108.898,1.10241,6.34132,50
0.774,UP,108.904,1.09611,6.30676,50
0.775,UP,108.91,1.08983,6.27237,50
0.776,UP,108.916,1.0836,6.23816,50
0.777,UP,108.923,1.07739,6.20412,50
0.778,UP,108.929,1.07122,6.17025,50
0.779,UP,108.935,1.06508,6.13655,50
0.78,UP,108.941,1.05898,6.10302,50
0.781,UP,108.947,1.05291,6.06966,50
0.782,UP,108.953,1.04687,6.03647,50
0.783,UP,108.959,1.04087,6.00344,50
0.784,UP,108.965,1.0349,5.97059,50
0.785,UP,108.971,1.02896,5.93789,50
0.786,UP,108.977,1.02306,5.90537,50
0.787,UP,108.983,1.01718,5.87301,50
0.788,UP,108.989,1.01134,5.84081,50
0.789,UP,108.994,1.00554,5.80877,50
0.79,UP,109,0.999758,5.7769,50
0.791,UP,109.006,0.994013,5.74519,50
0.792,UP,109.012,0.988299,5.71364,50
0.793,UP,109.017,0.982617,5.68226,50
0.794,UP,109.023,0.976966,5.65103,50
0.795,UP,109.029,0.971346,5.61996,50
0.796,UP,109.034,0.965757,5.58905,50
0.797,UP,109.04,0.960199,5.55829,50
0.798,UP,109.045,0.954671,5.5277,50
0.799,UP,109.051,0.949174,5.49726,50
0.8,UP,109.056,0.943707,5.46697,50
0.801,UP,109.062,0.93827,5.43684,50
0.802,UP,109.067,0.932863,5.40687,50
0.803,UP,109.073,0.927486,5.37705,50
0.804,UP,109.078,0.922139,5.34738,50
0.805,UP,109.083,0.916821,5.31786,50
0.806,UP,109.088,0.911532,5.2885,50
0.807,UP,109.094,0.906273,5.25928,50
0.808,UP,109.099,0.901043,5.23022,50
0.809,UP,109.104,0.895842,5.2013,50
0.81,UP,109.109,0.890669,5.17254,50
0.811,UP,109.114,0.885525,5.14392,50
0.812,UP,109.12,0.88041,5.11545,50
0.813,UP,109.125,0.875322,5.08713,50
0.814,UP,109.13,0.870264,5.05895,50
0.815,UP,109.135,0.865233,5.03092,50
0.816,UP,109.14,0.86023,5.00304,50
0.817,UP,109.145,0.855254,4.97529,50
0.818,UP,109.15,0.850307,4.94769,50
0.819,UP,109.155,0.845386,4.92024,50
0.82,UP,109.16,0.840493,4.89293,50
0.821,UP,109.164,0.835628,4.86575,50
0.822,UP,109.169,0.830789,4.83872,50
0.823,UP,109.174,0.825977,4.81183,50
0.824,UP,109.179,0.821192,4.78508,50
0.825,UP,109.184,0.816434,4.75847,50
0.826,UP,109.188,0.811702,4.732,50
0.827,UP,109.193,0.806996,4.70566,50
0.828,UP,109.198,0.802316,4.67946,50
0.829,UP,109.202,0.797663,4.6534,50
0.83,UP,109.207,0.793036,4.62748,50
0.831,UP,109.212,0.788434,4.60168,50
0.832,UP,109.216,0.783858,4.57603,50
0.833,UP,109.221,0.779307,4.55051,50
0.834,UP,109.225,0.774782,4.52512,50
0.835,UP,109.23,0.770282,4.49986,50
0.836,UP,109.234,0.765808,4.47474,50
0.837,UP,109.239,0.761358,4.44975,50
0.838,UP,109.243,0.756933,4.42489,50
0.839,UP,109.247,0.752533,4.40016,50
0.84,UP,109.252,0.748157,4.37555,50
0.841,UP,109.256,0.743806,4.35108,50
0.842,UP,109.261,0.739479,4.32674,50
0.843,UP,109.265,0.735177,4.30252,50
0.844,UP,109.269,0.730899,4.27844,50
0.845,UP,109.273,0.726644,4.25447,50
0.846,UP,109.278,0.722413,4.23064,50
0.847,UP,109.282,0.718206,4.20693,50
0.848,UP,109.286,0.714023,4.18335,50
0.849,UP,109.29,0.709863,4.15988,50
0.85,UP,109.294,0.705727,4.13655,50
0.851,UP,109.298,0.701613,4.11334,50
0.852,UP,109.302,0.697523,4.09024,50
0.853,UP,109.307,0.693456,4.06728,50
0.854,UP,109.311,0.689411,4.04443,50
0.855,UP,109.315,0.68539,4.0217,50
0.856,UP,109.319,0.681391,3.9991,50
0.857,UP,109.323,0.677414,3.97661,50
0.858,UP,109.327,0.67346,3.95424,50
0.859,UP,109.33,0.669528,3.93199,50
0.86,UP,109.334,0.665618,3.90986,50
0.861,UP,109.338,0.66173,3.88785,50
0.862,UP,109.342,0.657864,3.86596,50
0.863,UP,109.346,0.65402,3.84418,50
0.864,UP,109.35,0.650197,3.82251,50
0.865,UP,109.354,0.646396,3.80096,50
0.866,UP,109.357,0.642617,3.77953,50
0.867,UP,109.361,0.638859,3.75821,50
0.868,UP,109.365,0.635122,3.737,50
0.869,UP,109.369,0.631406,3.71591,50
0.87,UP,109.372,0.627711,3.69493,50
0.871,UP,109.376,0.624037,3.67406,50
0.872,UP,109.38,0.620383,3.6533,50
0.873,UP,109.383,0.616751,3.63266,50
0.874,UP,109.387,0.613139,3.61212,50
0.875,UP,109.39,0.609547,3.5917,50
0.876,UP,109.394,0.605976,3.57138,50
0.877,UP,109.398,0.602424,3.55117,50
0.878,UP,109.401,0.598893,3.53107,50
0.879,UP,109.405,0.595382,3.51108,50
0.88,UP,109.408,0.591891,3.49119,50
0.881,UP,109.412,0.58842,3.47141,50
0.882,UP,109.415,0.584968,3.45174,50
0.883,UP,109.418,0.581536,3.43218,50
0.884,UP,109.422,0.578123,3.41271,50
0.885,UP,109.425,0.57473,3.39336,50
0.886,UP,109.429,0.571356,3.3741,50
0.887,UP,109.432,0.568001,3.35496,50
0.888,UP,109.435,0.564665,3.33591,50
0.889,UP,109.439,0.561348,3.31697,50
0.89,UP,109.442,0.55805,3.29812,50
0.891,UP,109.445,0.55477,3.27938,50
0.892,UP,109.448,0.55151,3.26074,50
0.893,UP,109.452,0.548267,3.24221,50
0.894,UP,109.455,0.545044,3.22377,50
0.895,UP,109.458,0.541838,3.20543,50
0.896,UP,109.461,0.538651,3.18719,50
0.897,UP,109.465,0.535482,3.16905,50
0.898,UP,109.468,0.532331,3.15101,50
0.899,UP,109.471,0.529198,3.13306,50
0.9,UP,109.474,0.526083,3.11521,50
0.901,UP,109.477,0.522985,3.09746,50
0.902,UP,109.48,0.519905,3.0798,50
0.903,UP,109.483,0.516843,3.06224,50
0.904,UP,109.486,0.513798,3.04478,50
0.905,UP,109.489,0.510771,3.02741,50
0.906,UP,109.492,0.507761,3.01014,50
0.907,UP,109.495,0.504768,2.99295,50
0.908,UP,109.498,0.501792,2.97587,50
0.909,UP,109.501,0.498833,2.95887,50
0.91,UP,109.504,0.495891,2.94197,50
0.911,UP,109.507,0.492966,2.92516,50
0.912,UP,109.51,0.490058,2.90844,50
0.913,UP,109.513,0.487166,2.89181,50
0.914,UP,109.516,0.48429,2.87527,50
0.915,UP,109.519,0.481432,2.85882,50
0.916,UP,109.521,0.478589,2.84246,50
0.917,UP,109.524,0.475763,2.82619,50
0.918,UP,109.527,0.472953,2.81001,50
0.919,UP,109.53,0.470159,2.79392,50
0.92,UP,109.533,0.467381,2.77792,50
0.921,UP,109.535,0.464619,2.762,50
0.922,UP,109.538,0.461873,2.74617,50
0.923,UP,109.541,0.459143,2.73043,50
0.924,UP,109.544,0.456428,2.71477,50
0.925,UP,109.546,0.453729,2.6992,50
0.926,UP,109.549,0.451045,2.68371,50
0.927,UP,109.552,0.448377,2.66831,50
0.928,UP,109.554,0.445724,2.653,50
0.929,UP,109.557,0.443086,2.63776,50
0.93,UP,109.56,0.440463,2.62261,50
0.931,UP,109.562,0.437856,2.60755,50
0.932,UP,109.565,0.435263,2.59256,50
0.933,UP,109.567,0.432685,2.57766,50
0.934,UP,109.57,0.430123,2.56284,50
0.935,UP,109.572,0.427574,2.54811,50
0.936,UP,109.575,0.425041,2.53345,50
0.937,UP,109.577,0.422522,2.51887,50
0.938,UP,109.58,0.420018,2.50438,50
0.939,UP,109.582,0.417528,2.48996,50
0.94,UP,109.585,0.415052,2.47562,50
0.941,UP,109.587,0.412591,2.46136,50
0.942,UP,109.59,0.410144,2.44719,50
0.943,UP,109.592,0.407711,2.43308,50
0.944,UP,109.595,0.405291,2.41906,50
0.945,UP,109.597,0.402886,2.40511,50
0.946,UP,109.6,0.400495,2.39125,50
0.947,UP,109.602,0.398118,2.37745,50
0.948,UP,109.604,0.395754,2.36374,50
0.949,UP,109.607,0.393404,2.3501,50
0.95,UP,109.609,0.391067,2.33653,50
0.951,UP,109.611,0.388744,2.32304,50
0.952,UP,109.614,0.386435,2.30963,50
0.953,UP,109.616,0.384138,2.29628,50
0.954,UP,109.618,0.381855,2.28302,50
0.955,UP,109.62,0.379585,2.26982,50
0.956,UP,109.623,0.377329,2.2567,50
0.957,UP,109.625,0.375085,2.24365,50
0.958,UP,109.627,0.372854,2.23068,50
0.959,UP,109.629,0.370637,2.21777,50
0.96,UP,109.632,0.368432,2.20494,50
0.961,UP,109.634,0.36624,2.19218,50
0.962,UP,109.636,0.36406,2.17949,50
0.963,UP,109.638,0.361893,2.16687,50
0.964,UP,109.64,0.359739,2.15432,50
0.965,UP,109.642,0.357597,2.14184,50
0.966,UP,109.645,0.355468,2.12943,50
0.967,UP,109.647,0.353351,2.11709,50
0.968,UP,109.649,0.351246,2.10482,50
0.969,UP,109.651,0.349153,2.09261,50
0.97,UP,109.653,0.347073,2.08048,50
0.971,UP,109.655,0.345004,2.06841,50
0.972,UP,109.657,0.342948,2.05641,50
0.973,UP,109.659,0.340903,2.04447,50
0.974,UP,109.661,0.338871,2.0326,50
0.975,UP,109.663,0.33685,2.0208,50
0.976,UP,109.665,0.334841,2.00907,50
0.977,UP,109.667,0.332843,1.9974,50
0.978,UP,109.669,0.330858,1.98579,50
0.979,UP,109.671,0.328883,1.97425,50
0.98,UP,109.673,0.326921,1.96277,50
0.981,UP,109.675,0.324969,1.95136,50
0.982,UP,109.677,0.323029,1.94001,50
0.983,UP,109.679,0.321101,1.92873,50
0.984,UP,109.681,0.319183,1.91751,50
0.985,UP,109.683,0.317277,1.90635,50
0.986,UP,109.685,0.315381,1.89525,50
0.987,UP,109.687,0.313497,1.88422,50
0.988,UP,109.688,0.311624,1.87325,50
0.989,UP,109.69,0.309762,1.86234,50
0.99,UP,109.692,0.30791,1.85149,50
0.991,UP,109.694,0.306069,1.8407,50
0.992,UP,109.696,0.304239,1.82997,50
0.993,UP,109.698,0.30242,1.8193,50
0.994,UP,109.699,0.300611,1.8087,50
0.995,UP,109.701,0.298813,1.79815,50
0.996,UP,109.703,0.297026,1.78766,50
0.997,UP,109.705,0.295248,1.77723,50
0.998,UP,109.707,0.293482,1.76686,50
0.999,UP,109.708,0.291725,1.75654,50
1,UP,109.71,0.289979,1.74629,50
1.001,UP,109.712,0.288243,1.73609,50
1.002,UP,109.713,0.286517,1.72595,50
1.003,UP,109.715,0.284801,1.71587,50
1.004,UP,109.717,0.283095,1.70584,50
1.005,UP,109.719,0.281399,1.69587,50
1.006,UP,109.72,0.279713,1.68596,50
1.007,UP,109.722,0.278037,1.6761,50
1.008,UP,109.724,0.276371,1.6663,50
1.009,UP,109.725,0.274714,1.65655,50
1.01,UP,109.727,0.273067,1.64686,50
1.011,UP,109.729,0.27143,1.63723,50
1.012,UP,109.73,0.269802,1.62764,50
1.013,UP,109.732,0.268184,1.61812,50
1.014,UP,109.733,0.266576,1.60864,50
1.015,UP,109.735,0.264976,1.59922,50
1.016,UP,109.737,0.263387,1.58985,50
1.017,UP,109.738,0.261806,1.58054,50
1.018,UP,109.74,0.260235,1.57128,50
1.019,UP,109.741,0.258673,1.56207,50
1.02,UP,109.743,0.25712,1.55291,50
1.021,UP,109.744,0.255576,1.5438,50
1.022,UP,109.746,0.254041,1.53475,50
1.023,UP,109.747,0.252516,1.52575,50
1.024,UP,109.749,0.250999,1.5168,50
