Time,Step,J3_Pos,J3_Err,J3_Vel,Kp
1.968,DOWN,91.2113,1.21129,-6.93443,50
1.969,DOWN,91.2044,1.20439,-6.89693,50
1.97,DOWN,91.1975,1.19753,-6.85961,50
1.971,DOWN,91.1907,1.19071,-6.82248,50
1.972,DOWN,91.1839,1.18392,-6.78553,50
1.973,DOWN,91.1772,1.17717,-6.74876,50
1.974,DOWN,91.1705,1.17046,-6.71218,50
1.975,DOWN,91.1638,1.16379,-6.67578,50
1.976,DOWN,91.1571,1.15715,-6.63956,50
1.977,DOWN,91.1505,1.15054,-6.60352,50
1.978,DOWN,91.144,1.14398,-6.56766,50
1.979,DOWN,91.1374,1.13744,-6.53197,50
1.98,DOWN,91.1309,1.13095,-6.49647,50
1.981,DOWN,91.1245,1.12449,-6.46114,50
1.982,DOWN,91.1181,1.11806,-6.42599,50
1.983,DOWN,91.1117,1.11167,-6.39102,50
1.984,DOWN,91.1053,1.10531,-6.35622,50
1.985,DOWN,91.099,1.09899,-6.3216,50
1.986,DOWN,91.0927,1.0927,-6.28714,50
1.987,DOWN,91.0865,1.08645,-6.25287,50
1.988,DOWN,91.0802,1.08023,-6.21876,50
1.989,DOWN,91.074,1.07405,-6.18482,50
1.99,DOWN,91.0679,1.0679,-6.15106,50
1.991,DOWN,91.0618,1.06178,-6.11747,50
1.992,DOWN,91.0557,1.0557,-6.08404,50
1.993,DOWN,91.0496,1.04964,-6.05078,50
1.994,DOWN,91.0436,1.04363,-6.0177,50
1.995,DOWN,91.0376,1.03764,-5.98477,50
1.996,DOWN,91.0317,1.03169,-5.95202,50
1.997,DOWN,91.0258,1.02577,-5.91943,50
1.998,DOWN,91.0199,1.01988,-5.887,50
1.999,DOWN,91.014,1.01403,-5.85474,50
2,DOWN,91.0082,1.00821,-5.82265,50
2.001,DOWN,91.0024,1.00242,-5.79071,50
2.002,DOWN,90.9967,0.996656,-5.75894,50
2.003,DOWN,90.9909,0.990929,-5.72733,50
2.004,DOWN,90.9852,0.985233,-5.69588,50
2.005,DOWN,90.9796,0.979569,-5.66459,50
2.006,DOWN,90.9739,0.973935,-5.63346,50
2.007,DOWN,90.9683,0.968333,-5.60248,50
2.008,DOWN,90.9628,0.962761,-5.57167,50
2.009,DOWN,90.9572,0.95722,-5.54101,50
2.01,DOWN,90.9517,0.951709,-5.51051,50
2.011,DOWN,90.9462,0.946229,-5.48017,50
2.012,DOWN,90.9408,0.940779,-5.44998,50
2.013,DOWN,90.9354,0.935359,-5.41994,50
2.014,DOWN,90.93,0.929969,-5.39006,50
2.015,DOWN,90.9246,0.924609,-5.36033,50
2.016,DOWN,90.9193,0.919278,-5.33076,50
2.017,DOWN,90.914,0.913977,-5.30133,50
2.018,DOWN,90.9087,0.908705,-5.27206,50
2.019,DOWN,90.9035,0.903462,-5.24294,50
2.02,DOWN,90.8982,0.898248,-5.21396,50
2.021,DOWN,90.8931,0.893063,-5.18514,50
2.022,DOWN,90.8879,0.887906,-5.15646,50
2.023,DOWN,90.8828,0.882778,-5.12793,50
2.024,DOWN,90.8777,0.877679,-5.09955,50
2.025,DOWN,90.8726,0.872607,-5.07132,50
2.026,DOWN,90.8676,0.867564,-5.04323,50
2.027,DOWN,90.8625,0.862549,-5.01529,50
2.028,DOWN,90.8576,0.857561,-4.98749,50
2.029,DOWN,90.8526,0.852602,-4.95983,50
2.03,DOWN,90.8477,0.847669,-4.93232,50
2.031,DOWN,90.8428,0.842764,-4.90495,50
2.032,DOWN,90.8379,0.837887,-4.87772,50
2.033,DOWN,90.833,0.833036,-4.85063,50
2.034,DOWN,90.8282,0.828212,-4.82369,50
2.035,DOWN,90.8234,0.823415,-4.79688,50
2.036,DOWN,90.8186,0.818645,-4.77021,50
2.037,DOWN,90.8139,0.813902,-4.74368,50
2.038,DOWN,90.8092,0.809184,-4.71729,50
2.039,DOWN,90.8045,0.804493,-4.69104,50
2.04,DOWN,90.7998,0.799828,-4.66492,50
2.041,DOWN,90.7952,0.795189,-4.63894,50
2.042,DOWN,90.7906,0.790576,-4.6131,50
2.043,DOWN,90.786,0.785989,-4.58739,50
2.044,DOWN,90.7814,0.781427,-4.56181,50
2.045,DOWN,90.7769,0.776891,-4.53637,50
2.046,DOWN,90.7724,0.77238,-4.51106,50
2.047,DOWN,90.7679,0.767894,-4.48588,50
2.048,DOWN,90.7634,0.763433,-4.46084,50
2.049,DOWN,90.759,0.758997,-4.43592,50
2.05,DOWN,90.7546,0.754586,-4.41114,50
2.051,DOWN,90.7502,0.750199,-4.38649,50
2.052,DOWN,90.7458,0.745837,-4.36196,50
2.053,DOWN,90.7415,0.7415,-4.33757,50
2.054,DOWN,90.7372,0.737187,-4.3133,50
2.055,DOWN,90.7329,0.732897,-4.28916,50
2.056,DOWN,90.7286,0.728632,-4.26515,50
2.057,DOWN,90.7244,0.724391,-4.24126,50
2.058,DOWN,90.7202,0.720173,-4.2175,50
2.059,DOWN,90.716,0.71598,-4.19386,50
2.06,DOWN,90.7118,0.711809,-4.17035,50
2.061,DOWN,90.7077,0.707662,-4.14696,50
2.062,DOWN,90.7035,0.703539,-4.1237,50
2.063,DOWN,90.6994,0.699438,-4.10056,50
2.064,DOWN,90.6954,0.695361,-4.07754,50
2.065,DOWN,90.6913,0.691306,-4.05464,50
2.066,DOWN,90.6873,0.687274,-4.03187,50
2.067,DOWN,90.6833,0.683265,-4.00921,50
2.068,DOWN,90.6793,0.679278,-3.98668,50
2.069,DOWN,90.6753,0.675314,-3.96426,50
2.07,DOWN,90.6714,0.671372,-3.94196,50
2.071,DOWN,90.6675,0.667452,-3.91978,50
2.072,DOWN,90.6636,0.663554,-3.89772,50
2.073,DOWN,90.6597,0.659679,-3.87578,50
2.074,DOWN,90.6558,0.655825,-3.85395,50
2.075,DOWN,90.652,0.651992,-3.83224,50
2.076,DOWN,90.6482,0.648182,-3.81064,50
2.077,DOWN,90.6444,0.644393,-3.78916,50
2.078,DOWN,90.6406,0.640625,-3.76779,50
2.079,DOWN,90.6369,0.636878,-3.74654,50
2.08,DOWN,90.6332,0.633153,-3.7254,50
2.081,DOWN,90.6294,0.629449,-3.70437,50
2.082,DOWN,90.6258,0.625765,-3.68346,50
2.083,DOWN,90.6221,0.622102,-3.66265,50
2.084,DOWN,90.6185,0.61846,-3.64196,50
2.085,DOWN,90.6148,0.614839,-3.62138,50
2.086,DOWN,90.6112,0.611238,-3.60091,50
2.087,DOWN,90.6077,0.607658,-3.58054,50
2.088,DOWN,90.6041,0.604097,-3.56029,50
2.089,DOWN,90.6006,0.600557,-3.54014,50
2.09,DOWN,90.597,0.597037,-3.52011,50
2.091,DOWN,90.5935,0.593537,-3.50018,50
2.092,DOWN,90.5901,0.590057,-3.48035,50
2.093,DOWN,90.5866,0.586596,-3.46064,50
2.094,DOWN,90.5832,0.583155,-3.44103,50
2.095,DOWN,90.5797,0.579733,-3.42152,50
2.096,DOWN,90.5763,0.576331,-3.40212,50
2.097,DOWN,90.5729,0.572948,-3.38282,50
2.098,DOWN,90.5696,0.569585,-3.36363,50
2.099,DOWN,90.5662,0.56624,-3.34454,50
2.1,DOWN,90.5629,0.562915,-3.32555,50
2.101,DOWN,90.5596,0.559608,-3.30667,50
2.102,DOWN,90.5563,0.55632,-3.28789,50
2.103,DOWN,90.5531,0.553051,-3.2692,50
2.104,DOWN,90.5498,0.5498,-3.25062,50
2.105,DOWN,90.5466,0.546568,-3.23214,50
2.106,DOWN,90.5434,0.543354,-3.21376,50
2.107,DOWN,90.5402,0.540159,-3.19548,50
2.108,DOWN,90.537,0.536982,-3.1773,50
2.109,DOWN,90.5338,0.533822,-3.15921,50
2.11,DOWN,90.5307,0.530681,-3.14122,50
2.111,DOWN,90.5276,0.527558,-3.12334,50
2.112,DOWN,90.5245,0.524452,-3.10554,50
2.113,DOWN,90.5214,0.521364,-3.08785,50
2.114,DOWN,90.5183,0.518294,-3.07025,50
2.115,DOWN,90.5152,0.515241,-3.05274,50
2.116,DOWN,90.5122,0.512206,-3.03533,50
2.117,DOWN,90.5092,0.509188,-3.01801,50
2.118,DOWN,90.5062,0.506187,-3.00079,50
2.119,DOWN,90.5032,0.503204,-2.98366,50
2.12,DOWN,90.5002,0.500237,-2.96663,50
2.121,DOWN,90.4973,0.497287,-2.94969,50
2.122,DOWN,90.4944,0.494355,-2.93284,50
2.123,DOWN,90.4914,0.491438,-2.91608,50
2.124,DOWN,90.4885,0.488539,-2.89941,50
2.125,DOWN,90.4857,0.485656,-2.88283,50
2.126,DOWN,90.4828,0.48279,-2.86635,50
2.127,DOWN,90.4799,0.47994,-2.84995,50
2.128,DOWN,90.4771,0.477106,-2.83364,50
2.129,DOWN,90.4743,0.474289,-2.81742,50
2.13,DOWN,90.4715,0.471488,-2.80129,50
2.131,DOWN,90.4687,0.468702,-2.78525,50
2.132,DOWN,90.4659,0.465933,-2.7693,50
2.133,DOWN,90.4632,0.46318,-2.75343,50
2.134,DOWN,90.4604,0.460442,-2.73765,50
2.135,DOWN,90.4577,0.45772,-2.72196,50
2.136,DOWN,90.455,0.455014,-2.70635,50
2.137,DOWN,90.4523,0.452323,-2.69082,50
2.138,DOWN,90.4496,0.449647,-2.67539,50
2.139,DOWN,90.447,0.446987,-2.66003,50
2.14,DOWN,90.4443,0.444343,-2.64476,50
2.141,DOWN,90.4417,0.441713,-2.62958,50
2.142,DOWN,90.4391,0.439099,-2.61448,50
2.143,DOWN,90.4365,0.436499,-2.59946,50
2.144,DOWN,90.4339,0.433915,-2.58452,50
2.145,DOWN,90.4313,0.431345,-2.56967,50
2.146,DOWN,90.4288,0.42879,-2.55489,50
2.147,DOWN,90.4262,0.42625,-2.5402,50
2.148,DOWN,90.4237,0.423724,-2.52559,50
2.149,DOWN,90.4212,0.421213,-2.51106,50
2.15,DOWN,90.4187,0.418717,-2.49661,50
2.151,DOWN,90.4162,0.416234,-2.48224,50
2.152,DOWN,90.4138,0.413766,-2.46794,50
2.153,DOWN,90.4113,0.411313,-2.45373,50
2.154,DOWN,90.4089,0.408873,-2.43959,50
2.155,DOWN,90.4064,0.406448,-2.42554,50
2.156,DOWN,90.404,0.404036,-2.41156,50
2.157,DOWN,90.4016,0.401638,-2.39765,50
2.158,DOWN,90.3993,0.399255,-2.38383,50
2.159,DOWN,90.3969,0.396884,-2.37008,50
2.16,DOWN,90.3945,0.394528,-2.3564,50
2.161,DOWN,90.3922,0.392185,-2.34281,50
2.162,DOWN,90.3899,0.389856,-2.32928,50
2.163,DOWN,90.3875,0.38754,-2.31583,50
2.164,DOWN,90.3852,0.385238,-2.30246,50
2.165,DOWN,90.3829,0.382948,-2.28916,50
2.166,DOWN,90.3807,0.380673,-2.27593,50
2.167,DOWN,90.3784,0.37841,-2.26278,50
2.168,DOWN,90.3762,0.37616,-2.2497,50
2.169,DOWN,90.3739,0.373923,-2.23669,50
2.17,DOWN,90.3717,0.3717,-2.22376,50
2.171,DOWN,90.3695,0.369489,-2.2109,50
2.172,DOWN,90.3673,0.367291,-2.1981,50
2.173,DOWN,90.3651,0.365105,-2.18538,50
2.174,DOWN,90.3629,0.362932,-2.17273,50
2.175,DOWN,90.3608,0.360772,-2.16015,50
2.176,DOWN,90.3586,0.358625,-2.14764,50
2.177,DOWN,90.3565,0.35649,-2.1352,50
2.178,DOWN,90.3544,0.354367,-2.12283,50
2.179,DOWN,90.3523,0.352256,-2.11052,50
2.18,DOWN,90.3502,0.350158,-2.09829,50
2.181,DOWN,90.3481,0.348072,-2.08612,50
2.182,DOWN,90.346,0.345998,-2.07402,50
2.183,DOWN,90.3439,0.343936,-2.06199,50
2.184,DOWN,90.3419,0.341886,-2.05003,50
2.185,DOWN,90.3398,0.339848,-2.03813,50
2.186,DOWN,90.3378,0.337821,-2.0263,50
2.187,DOWN,90.3358,0.335807,-2.01454,50
2.188,DOWN,90.3338,0.333804,-2.00284,50
2.189,DOWN,90.3318,0.331813,-1.9912,50
2.19,DOWN,90.3298,0.329833,-1.97963,50
2.191,DOWN,90.3279,0.327865,-1.96813,50
2.192,DOWN,90.3259,0.325908,-1.95669,50
2.193,DOWN,90.324,0.323963,-1.94531,50
2.194,DOWN,90.322,0.322029,-1.934,50
2.195,DOWN,90.3201,0.320106,-1.92275,50
2.196,DOWN,90.3182,0.318195,-1.91156,50
2.197,DOWN,90.3163,0.316294,-1.90044,50
2.198,DOWN,90.3144,0.314405,-1.88938,50
2.199,DOWN,90.3125,0.312526,-1.87838,50
2.2,DOWN,90.3107,0.310659,-1.86744,50
2.201,DOWN,90.3088,0.308802,-1.85656,50
2.202,DOWN,90.307,0.306957,-1.84575,50
2.203,DOWN,90.3051,0.305122,-1.83499,50
2.204,DOWN,90.3033,0.303297,-1.8243,50
2.205,DOWN,90.3015,0.301484,-1.81366,50
2.206,DOWN,90.2997,0.299681,-1.80309,50
2.207,DOWN,90.2979,0.297888,-1.79257,50
2.208,DOWN,90.2961,0.296106,-1.78212,50
2.209,DOWN,90.2943,0.294334,-1.77172,50
2.21,DOWN,90.2926,0.292573,-1.76138,50
2.211,DOWN,90.2908,0.290822,-1.7511,50
2.212,DOWN,90.2891,0.289081,-1.74088,50
2.213,DOWN,90.2874,0.28735,-1.73071,50
2.214,DOWN,90.2856,0.28563,-1.7206,50
2.215,DOWN,90.2839,0.283919,-1.71055,50
2.216,DOWN,90.2822,0.282218,-1.70055,50
2.217,DOWN,90.2805,0.280528,-1.69062,50
2.218,DOWN,90.2788,0.278847,-1.68073,50
2.219,DOWN,90.2772,0.277176,-1.67091,50
2.22,DOWN,90.2755,0.275515,-1.66114,50
2.221,DOWN,90.2739,0.273864,-1.65142,50
2.222,DOWN,90.2722,0.272222,-1.64176,50
2.223,DOWN,90.2706,0.27059,-1.63215,50
2.224,DOWN,90.269,0.268967,-1.6226,50
2.225,DOWN,90.2674,0.267354,-1.6131,50
2.226,DOWN,90.2658,0.26575,-1.60365,50
2.227,DOWN,90.2642,0.264156,-1.59426,50
2.228,DOWN,90.2626,0.262571,-1.58492,50
2.229,DOWN,90.261,0.260996,-1.57564,50
2.23,DOWN,90.2594,0.259429,-1.56641,50
2.231,DOWN,90.2579,0.257872,-1.55723,50
2.232,DOWN,90.2563,0.256324,-1.5481,50
2.233,DOWN,90.2548,0.254785,-1.53902,50
2.234,DOWN,90.2533,0.253255,-1.52999,50
2.235,DOWN,90.2517,0.251734,-1.52102,50
2.236,DOWN,90.2502,0.250222,-1.51209,50
2.237,DOWN,90.2487,0.248718,-1.50322,50
2.238,DOWN,90.2472,0.247224,-1.4944,50
2.239,DOWN,90.2457,0.245738,-1.48563,50
2.24,DOWN,90.2443,0.244262,-1.4769,50
2.241,DOWN,90.2428,0.242793,-1.46823,50
2.242,DOWN,90.2413,0.241334,-1.45961,50
2.243,DOWN,90.2399,0.239883,-1.45103,50
2.244,DOWN,90.2384,0.23844,-1.4425,50
2.245,DOWN,90.237,0.237006,-1.43403,50
2.246,DOWN,90.2356,0.235581,-1.4256,50
2.247,DOWN,90.2342,0.234163,-1.41721,50
2.248,DOWN,90.2328,0.232754,-1.40888,50
2.249,DOWN,90.2314,0.231354,-1.40059,50
2.25,DOWN,90.23,0.229962,-1.39235,50
2.251,DOWN,90.2286,0.228577,-1.38416,50
2.252,DOWN,90.2272,0.227201,-1.37601,50
2.253,DOWN,90.2258,0.225833,-1.36791,50
2.254,DOWN,90.2245,0.224474,-1.35986,50
2.255,DOWN,90.2231,0.223122,-1.35185,50
2.256,DOWN,90.2218,0.221778,-1.34389,50
2.257,DOWN,90.2204,0.220442,-1.33597,50
2.258,DOWN,90.2191,0.219114,-1.3281,50
2.259,DOWN,90.2178,0.217793,-1.32028,50
2.26,DOWN,90.2165,0.216481,-1.31249,50
2.261,DOWN,90.2152,0.215176,-1.30476,50
2.262,DOWN,90.2139,0.213879,-1.29706,50
2.263,DOWN,90.2126,0.21259,-1.28941,50
2.264,DOWN,90.2113,0.211308,-1.28181,50
2.265,DOWN,90.21,0.210034,-1.27425,50
2.266,DOWN,90.2088,0.208767,-1.26673,50
2.267,DOWN,90.2075,0.207508,-1.25925,50
2.268,DOWN,90.2063,0.206256,-1.25182,50
2.269,DOWN,90.205,0.205011,-1.24443,50
2.27,DOWN,90.2038,0.203774,-1.23708,50
2.271,DOWN,90.2025,0.202545,-1.22977,50
2.272,DOWN,90.2013,0.201322,-1.22251,50
2.273,DOWN,90.2001,0.200107,-1.21529,50
2.274,DOWN,90.1989,0.198899,-1.20811,50
2.275,DOWN,90.1977,0.197698,-1.20097,50
2.276,DOWN,90.1965,0.196504,-1.19387,50
2.277,DOWN,90.1953,0.195317,-1.18681,50
2.278,DOWN,90.1941,0.194137,-1.17979,50
2.279,DOWN,90.193,0.192964,-1.17281,50
2.28,DOWN,90.1918,0.191799,-1.16587,50
2.281,DOWN,90.1906,0.19064,-1.15898,50
2.282,DOWN,90.1895,0.189488,-1.15212,50
2.283,DOWN,90.1883,0.188342,-1.1453,50
2.284,DOWN,90.1872,0.187204,-1.13852,50
2.285,DOWN,90.1861,0.186072,-1.13178,50
2.286,DOWN,90.1849,0.184947,-1.12507,50
2.287,DOWN,90.1838,0.183828,-1.11841,50
2.288,DOWN,90.1827,0.182717,-1.11179,50
2.289,DOWN,90.1816,0.181611,-1.1052,50
2.29,DOWN,90.1805,0.180513,-1.09865,50
2.291,DOWN,90.1794,0.179421,-1.09214,50
2.292,DOWN,90.1783,0.178335,-1.08566,50
2.293,DOWN,90.1773,0.177256,-1.07923,50
2.294,DOWN,90.1762,0.176183,-1.07283,50
2.295,DOWN,90.1751,0.175116,-1.06646,50
2.296,DOWN,90.1741,0.174056,-1.06014,50
2.297,DOWN,90.173,0.173002,-1.05385,50
2.298,DOWN,90.172,0.171955,-1.04759,50
2.299,DOWN,90.1709,0.170914,-1.04138,50
2.3,DOWN,90.1699,0.169878,-1.0352,50
2.301,DOWN,90.1688,0.168849,-1.02905,50
2.302,DOWN,90.1678,0.167826,-1.02294,50
2.303,DOWN,90.1668,0.166809,-1.01686,50
2.304,DOWN,90.1658,0.165799,-1.01082,50
2.305,DOWN,90.1648,0.164794,-1.00482,50
2.306,DOWN,90.1638,0.163795,-0.998848,50
2.307,DOWN,90.1628,0.162802,-0.992912,50
2.308,DOWN,90.1618,0.161815,-0.98701,50
2.309,DOWN,90.1608,0.160834,-0.981142,50
2.31,DOWN,90.1599,0.159859,-0.975309,50
2.311,DOWN,90.1589,0.158889,-0.969509,50
2.312,DOWN,90.1579,0.157925,-0.963742,50
2.313,DOWN,90.157,0.156967,-0.958009,50
2.314,DOWN,90.156,0.156015,-0.952309,50
2.315,DOWN,90.1551,0.155068,-0.946642,50
2.316,DOWN,90.1541,0.154127,-0.941008,50
2.317,DOWN,90.1532,0.153192,-0.935406,50
2.318,DOWN,90.1523,0.152262,-0.929837,50
2.319,DOWN,90.1513,0.151338,-0.924301,50
2.32,DOWN,90.1504,0.150419,-0.918796,50
2.321,DOWN,90.1495,0.149506,-0.913323,50
2.322,DOWN,90.1486,0.148598,-0.907882,50
2.323,DOWN,90.1477,0.147695,-0.902473,50
2.324,DOWN,90.1468,0.146798,-0.897095,50
2.325,DOWN,90.1459,0.145907,-0.891748,50
2.326,DOWN,90.145,0.14502,-0.886432,50
2.327,DOWN,90.1441,0.144139,-0.881147,50
2.328,DOWN,90.1433,0.143263,-0.875892,50
2.329,DOWN,90.1424,0.142392,-0.870668,50
2.33,DOWN,90.1415,0.141527,-0.865475,50
2.331,DOWN,90.1407,0.140667,-0.860312,50
2.332,DOWN,90.1398,0.139811,-0.855178,50
2.333,DOWN,90.139,0.138961,-0.850075,50
2.334,DOWN,90.1381,0.138116,-0.845001,50
2.335,DOWN,90.1373,0.137276,-0.839957,50
2.336,DOWN,90.1364,0.136441,-0.834942,50
2.337,DOWN,90.1356,0.135611,-0.829956,50
2.338,DOWN,90.1348,0.134786,-0.824999,50
2.339,DOWN,90.134,0.133966,-0.820071,50
2.34,DOWN,90.1332,0.133151,-0.815172,50
2.341,DOWN,90.1323,0.132341,-0.810301,50
2.342,DOWN,90.1315,0.131535,-0.805459,50
2.343,DOWN,90.1307,0.130735,-0.800645,50
2.344,DOWN,90.1299,0.129939,-0.795859,50
2.345,DOWN,90.1291,0.129148,-0.791101,50
2.346,DOWN,90.1284,0.128362,-0.78637,50
2.347,DOWN,90.1276,0.12758,-0.781667,50
2.348,DOWN,90.1268,0.126803,-0.776992,50
2.349,DOWN,90.126,0.126031,-0.772344,50
2.35,DOWN,90.1253,0.125263,-0.767723,50
2.351,DOWN,90.1245,0.1245,-0.763128,50
2.352,DOWN,90.1237,0.123741,-0.758561,50
2.353,DOWN,90.123,0.122987,-0.754021,50
2.354,DOWN,90.1222,0.122238,-0.749506,50
2.355,DOWN,90.1215,0.121493,-0.745019,50
2.356,DOWN,90.1208,0.120752,-0.740557,50
2.357,DOWN,90.12,0.120016,-0.736122,50
2.358,DOWN,90.1193,0.119284,-0.731712,50
2.359,DOWN,90.1186,0.118557,-0.727328,50
2.36,DOWN,90.1178,0.117834,-0.72297,50
2.361,DOWN,90.1171,0.117115,-0.718638,50
2.362,DOWN,90.1164,0.116401,-0.71433,50
2.363,DOWN,90.1157,0.115691,-0.710048,50
2.364,DOWN,90.115,0.114985,-0.705791,50
2.365,DOWN,90.1143,0.114283,-0.701559,50
2.366,DOWN,90.1136,0.113586,-0.697352,50
2.367,DOWN,90.1129,0.112893,-0.693169,50
2.368,DOWN,90.1122,0.112204,-0.689011,50
2.369,DOWN,90.1115,0.111519,-0.684877,50
2.37,DOWN,90.1108,0.110838,-0.680767,50
2.371,DOWN,90.1102,0.110162,-0.676682,50
2.372,DOWN,90.1095,0.109489,-0.67262,50
2.373,DOWN,90.1088,0.10882,-0.668582,50
2.374,DOWN,90.1082,0.108156,-0.664568,50
2.375,DOWN,90.1075,0.107495,-0.660577,50
2.376,DOWN,90.1068,0.106839,-0.65661,50
2.377,DOWN,90.1062,0.106186,-0.652666,50
2.378,DOWN,90.1055,0.105537,-0.648745,50
2.379,DOWN,90.1049,0.104892,-0.644848,50
2.38,DOWN,90.1043,0.104251,-0.640973,50
2.381,DOWN,90.1036,0.103614,-0.637121,50
2.382,DOWN,90.103,0.102981,-0.633291,50
2.383,DOWN,90.1024,0.102352,-0.629484,50
2.384,DOWN,90.1017,0.101726,-0.625699,50
2.385,DOWN,90.1011,0.101104,-0.621937,50
2.386,DOWN,90.1005,0.100486,-0.618197,50
2.387,DOWN,90.0999,0.0998712,-0.614478,50
2.388,DOWN,90.0993,0.0992605,-0.610782,50
2.389,DOWN,90.0987,0.0986534,-0.607107,50
2.39,DOWN,90.098,0.0980499,-0.603454,50
2.391,DOWN,90.0975,0.0974501,-0.599822,50
2.392,DOWN,90.0969,0.0968539,-0.596212,50
2.393,DOWN,90.0963,0.0962612,-0.592623,50
2.394,DOWN,90.0957,0.0956722,-0.589055,50
2.395,DOWN,90.0951,0.0950867,-0.585508,50
2.396,DOWN,90.0945,0.0945047,-0.581982,50
2.397,DOWN,90.0939,0.0939262,-0.578477,50
2.398,DOWN,90.0934,0.0933512,-0.574992,50
2.399,DOWN,90.0928,0.0927797,-0.571528,50
2.4,DOWN,90.0922,0.0922116,-0.568085,50
2.401,DOWN,90.0916,0.091647,-0.564661,50
2.402,DOWN,90.0911,0.0910857,-0.561258,50
2.403,DOWN,90.0905,0.0905278,-0.557875,50
2.404,DOWN,90.09,0.0899733,-0.554512,50
2.405,DOWN,90.0894,0.0894221,-0.551169,50
2.406,DOWN,90.0889,0.0888743,-0.547845,50
2.407,DOWN,90.0883,0.0883298,-0.544541,50
2.408,DOWN,90.0878,0.0877885,-0.541256,50
2.409,DOWN,90.0873,0.0872505,-0.537991,50
2.41,DOWN,90.0867,0.0867158,-0.534746,50
2.411,DOWN,90.0862,0.0861842,-0.531519,50
2.412,DOWN,90.0857,0.0856559,-0.528311,50
2.413,DOWN,90.0851,0.0851308,-0.525123,50
2.414,DOWN,90.0846,0.0846089,-0.521953,50
2.415,DOWN,90.0841,0.0840901,-0.518802,50
2.416,DOWN,90.0836,0.0835744,-0.515669,50
2.417,DOWN,90.0831,0.0830618,-0.512555,50
2.418,DOWN,90.0826,0.0825524,-0.50946,50
2.419,DOWN,90.082,0.082046,-0.506383,50
2.42,DOWN,90.0815,0.0815427,-0.503324,50
2.421,DOWN,90.081,0.0810424,-0.500283,50
2.422,DOWN,90.0805,0.0805451,-0.49726,50
